Year,Australian_City,Foreign_City,Direction,Metric,Value
2025,Adelaide,Dubai,Inbound,Passengers,4631
2025,Adelaide,Ho Chi Minh City,Inbound,Passengers,0
2025,Adelaide,Kuala Lumpur,Inbound,Passengers,5769
2025,Adelaide,Nadi,Inbound,Passengers,1667
2025,Adelaide,Singapore,Inbound,Passengers,13848
2025,Brisbane,Apia,Inbound,Passengers,2312
2025,Brisbane,Auckland,Inbound,Passengers,38921
2025,Brisbane,Bangkok,Inbound,Passengers,4400
2025,Brisbane,Christchurch,Inbound,Passengers,8544
2025,Brisbane,Denpasar,Inbound,Passengers,18625
2025,Brisbane,Doha,Inbound,Passengers,8104
2025,Brisbane,Dubai,Inbound,Passengers,17444
2025,Brisbane,Espiritu Santo,Inbound,Passengers,272
2025,Brisbane,Guangzhou,Inbound,Passengers,6453
2025,Brisbane,Ho Chi Minh City,Inbound,Passengers,4980
2025,Brisbane,Hong Kong,Inbound,Passengers,11969
2025,Brisbane,Honiara,Inbound,Passengers,2275
2025,Brisbane,Kuala Lumpur,Inbound,Passengers,64
2025,Brisbane,Los Angeles,Inbound,Passengers,5691
2025,Brisbane,Manila,Inbound,Passengers,7503
2025,Brisbane,Munda,Inbound,Passengers,0
2025,Brisbane,Nadi,Inbound,Passengers,11458
2025,Brisbane,Nauru,Inbound,Passengers,890
2025,Brisbane,Noumea,Inbound,Passengers,1854
2025,Brisbane,Osaka,Inbound,Passengers,5333
2025,Brisbane,Palau,Inbound,Passengers,214
2025,Brisbane,Port Moresby,Inbound,Passengers,6976
2025,Brisbane,Port Vila,Inbound,Passengers,4592
2025,Brisbane,Queenstown,Inbound,Passengers,3842
2025,Brisbane,San Francisco,Inbound,Passengers,3728
2025,Brisbane,Seoul,Inbound,Passengers,8133
2025,Brisbane,Shanghai,Inbound,Passengers,2665
2025,Brisbane,Singapore,Inbound,Passengers,39125
2025,Brisbane,Taipei,Inbound,Passengers,7644
2025,Brisbane,Tokyo,Inbound,Passengers,15380
2025,Brisbane,Vancouver,Inbound,Passengers,4928
2025,Brisbane,Wellington,Inbound,Passengers,7095
2025,Broome,Singapore,Inbound,Passengers,623
2025,Broome,Total,Inbound,Passengers,623
2025,Cairns,Auckland,Inbound,Passengers,1399
2025,Cairns,Christchurch,Inbound,Passengers,1250
2025,Cairns,Denpasar,Inbound,Passengers,4051
2025,Cairns,Nadi,Inbound,Passengers,993
2025,Cairns,Osaka,Inbound,Passengers,5226
2025,Cairns,Port Moresby,Inbound,Passengers,1638
2025,Cairns,Singapore,Inbound,Passengers,3481
2025,Cairns,Tokyo,Inbound,Passengers,7151
2025,Canberra,Nadi,Inbound,Passengers,1337
2025,Darwin,Denpasar,Inbound,Passengers,4739
2025,Darwin,Dili,Inbound,Passengers,1291
2025,Darwin,Singapore,Inbound,Passengers,5140
2025,Gold Coast,Auckland,Inbound,Passengers,12619
2025,Gold Coast,Christchurch,Inbound,Passengers,3739
2025,Gold Coast,Denpasar,Inbound,Passengers,2893
2025,Gold Coast,Queenstown,Inbound,Passengers,2125
2025,Gold Coast,Wellington,Inbound,Passengers,2260
2025,Melbourne,Abu Dhabi,Inbound,Passengers,7508
2025,Melbourne,Auckland,Inbound,Passengers,38437
2025,Melbourne,Bandar Seri Begawan,Inbound,Passengers,2726
2025,Melbourne,Bangkok,Inbound,Passengers,18156
2025,Melbourne,Beijing,Inbound,Passengers,2891
2025,Melbourne,Bombay,Inbound,Passengers,0
2025,Melbourne,Chengdu,Inbound,Passengers,3681
2025,Melbourne,Chicago,Inbound,Passengers,0
2025,Melbourne,Christchurch,Inbound,Passengers,13061
2025,Melbourne,Colombo,Inbound,Passengers,8187
2025,Melbourne,Dallas,Inbound,Passengers,2966
2025,Melbourne,Denpasar,Inbound,Passengers,48267
2025,Melbourne,Doha,Inbound,Passengers,14440
2025,Melbourne,Dubai,Inbound,Passengers,22804
2025,Melbourne,Guangzhou,Inbound,Passengers,10497
2025,Melbourne,Haikou,Inbound,Passengers,2441
2025,Melbourne,Hangzhou,Inbound,Passengers,2683
2025,Melbourne,Hanoi,Inbound,Passengers,3619
2025,Melbourne,Ho Chi Minh City,Inbound,Passengers,18374
2025,Melbourne,Hong Kong,Inbound,Passengers,24807
2025,Melbourne,Honolulu,Inbound,Passengers,2573
2025,Melbourne,Istanbul,Inbound,Passengers,1344
2025,Melbourne,Jakarta,Inbound,Passengers,4027
2025,Melbourne,Kuala Lumpur,Inbound,Passengers,21114
2025,Melbourne,London,Inbound,Passengers,0
2025,Melbourne,Los Angeles,Inbound,Passengers,9411
2025,Melbourne,Manila,Inbound,Passengers,10376
2025,Melbourne,Nadi,Inbound,Passengers,12030
2025,Melbourne,Nanjing,Inbound,Passengers,1673
2025,Melbourne,New Delhi,Inbound,Passengers,9502
2025,Melbourne,New York,Inbound,Passengers,0
2025,Melbourne,Noumea,Inbound,Passengers,0
2025,Melbourne,Phuket,Inbound,Passengers,5775
2025,Melbourne,Port Vila,Inbound,Passengers,0
2025,Melbourne,Qingdao,Inbound,Passengers,1389
2025,Melbourne,Queenstown,Inbound,Passengers,6363
2025,Melbourne,San Francisco,Inbound,Passengers,6172
2025,Melbourne,Santiago,Inbound,Passengers,2871
2025,Melbourne,Seoul,Inbound,Passengers,0
2025,Melbourne,Shanghai,Inbound,Passengers,13454
2025,Melbourne,Singapore,Inbound,Passengers,68479
2025,Melbourne,Taipei,Inbound,Passengers,3740
2025,Melbourne,Tokyo,Inbound,Passengers,10194
2025,Melbourne,Wellington,Inbound,Passengers,7669
2025,Melbourne,Xiamen,Inbound,Passengers,6162
2025,Perth,Auckland,Inbound,Passengers,8894
2025,Perth,Bangkok,Inbound,Passengers,8996
2025,Perth,Denpasar,Inbound,Passengers,45661
2025,Perth,Doha,Inbound,Passengers,9033
2025,Perth,Dubai,Inbound,Passengers,10682
2025,Perth,Ho Chi Minh City,Inbound,Passengers,4387
2025,Perth,Hong Kong,Inbound,Passengers,9713
2025,Perth,Jakarta,Inbound,Passengers,2224
2025,Perth,Johannesburg,Inbound,Passengers,3608
2025,Perth,Kuala Lumpur,Inbound,Passengers,20462
2025,Perth,London,Inbound,Passengers,6047
2025,Perth,Manila,Inbound,Passengers,2160
2025,Perth,Mauritius,Inbound,Passengers,1788
2025,Perth,Paris,Inbound,Passengers,1373
2025,Perth,Phuket,Inbound,Passengers,4054
2025,Perth,Singapore,Inbound,Passengers,60565
2025,Perth,Tokyo,Inbound,Passengers,1548
2025,Sunshine Coast,Auckland,Inbound,Passengers,1576
2025,Sydney,Abu Dhabi,Inbound,Passengers,8899
2025,Sydney,Auckland,Inbound,Passengers,50662
2025,Sydney,Bangalore,Inbound,Passengers,4323
2025,Sydney,Bangkok,Inbound,Passengers,21883
2025,Sydney,Beijing,Inbound,Passengers,4700
2025,Sydney,Chengdu,Inbound,Passengers,4467
2025,Sydney,Chicago,Inbound,Passengers,0
2025,Sydney,Chongqing,Inbound,Passengers,849
2025,Sydney,Christchurch,Inbound,Passengers,15664
2025,Sydney,Colombo,Inbound,Passengers,4454
2025,Sydney,Dallas,Inbound,Passengers,5758
2025,Sydney,Denpasar,Inbound,Passengers,35985
2025,Sydney,Doha,Inbound,Passengers,12740
2025,Sydney,Dubai,Inbound,Passengers,28390
2025,Sydney,Gaborone,Inbound,Passengers,0
2025,Sydney,Guangzhou,Inbound,Passengers,14730
2025,Sydney,Haikou,Inbound,Passengers,3166
2025,Sydney,Hangzhou,Inbound,Passengers,1161
2025,Sydney,Hanoi,Inbound,Passengers,4666
2025,Sydney,Ho Chi Minh City,Inbound,Passengers,15942
2025,Sydney,Hong Kong,Inbound,Passengers,35823
2025,Sydney,Honolulu,Inbound,Passengers,12876
2025,Sydney,Istanbul,Inbound,Passengers,2445
2025,Sydney,Jakarta,Inbound,Passengers,7867
2025,Sydney,Jinan,Inbound,Passengers,935
2025,Sydney,Johannesburg,Inbound,Passengers,6655
2025,Sydney,Kuala Lumpur,Inbound,Passengers,18929
2025,Sydney,London,Inbound,Passengers,7906
2025,Sydney,Los Angeles,Inbound,Passengers,30505
2025,Sydney,Louisville,Inbound,Passengers,0
2025,Sydney,Manila,Inbound,Passengers,20666
2025,Sydney,Nadi,Inbound,Passengers,24551
2025,Sydney,Nanjing,Inbound,Passengers,1927
2025,Sydney,New Delhi,Inbound,Passengers,7065
2025,Sydney,New York,Inbound,Passengers,1481
2025,Sydney,Noumea,Inbound,Passengers,3141
2025,Sydney,Osaka,Inbound,Passengers,3839
2025,Sydney,Paris,Inbound,Passengers,485
2025,Sydney,Phuket,Inbound,Passengers,4128
2025,Sydney,Port Moresby,Inbound,Passengers,585
2025,Sydney,Port Vila,Inbound,Passengers,2048
2025,Sydney,Qingdao,Inbound,Passengers,1689
2025,Sydney,Queenstown,Inbound,Passengers,12310
2025,Sydney,Rarotonga,Inbound,Passengers,3312
2025,Sydney,San Francisco,Inbound,Passengers,8039
2025,Sydney,Santiago,Inbound,Passengers,8683
2025,Sydney,Seoul,Inbound,Passengers,24648
2025,Sydney,Shanghai,Inbound,Passengers,16605
2025,Sydney,Shenzhen,Inbound,Passengers,3532
2025,Sydney,Singapore,Inbound,Passengers,63176
2025,Sydney,Taipei,Inbound,Passengers,4444
2025,Sydney,Taiyuan,Inbound,Passengers,0
2025,Sydney,Tianjin,Inbound,Passengers,125
2025,Sydney,Tokyo,Inbound,Passengers,30730
2025,Sydney,Tongatapu,Inbound,Passengers,721
2025,Sydney,Toronto,Inbound,Passengers,1123
2025,Sydney,Vancouver,Inbound,Passengers,8930
2025,Sydney,Wellington,Inbound,Passengers,10005
2025,Sydney,Wuhan,Inbound,Passengers,1682
2025,Sydney,Xiamen,Inbound,Passengers,6192
2025,Sydney,Xi'an,Inbound,Passengers,939
2025,Sydney,Zhengzhou,Inbound,Passengers,956
2025,Toowoomba Wellcamp,Hong Kong,Inbound,Passengers,0
2025,Australia,Abu Dhabi,Inbound,Passengers,16407
2025,Australia,Apia,Inbound,Passengers,2312
2025,Australia,Auckland,Inbound,Passengers,155149
2025,Australia,Bandar Seri Begawan,Inbound,Passengers,2726
2025,Australia,Bangalore,Inbound,Passengers,4323
2025,Australia,Bangkok,Inbound,Passengers,53435
2025,Australia,Beijing,Inbound,Passengers,7591
2025,Australia,Bombay,Inbound,Passengers,0
2025,Australia,Chengdu,Inbound,Passengers,8148
2025,Australia,Chicago,Inbound,Passengers,0
2025,Australia,Chongqing,Inbound,Passengers,849
2025,Australia,Christchurch,Inbound,Passengers,42258
2025,Australia,Colombo,Inbound,Passengers,12641
2025,Australia,Dallas,Inbound,Passengers,8724
2025,Australia,Denpasar,Inbound,Passengers,170506
2025,Australia,Dili,Inbound,Passengers,1291
2025,Australia,Doha,Inbound,Passengers,49889
2025,Australia,Dubai,Inbound,Passengers,83951
2025,Australia,Espiritu Santo,Inbound,Passengers,272
2025,Australia,Gaborone,Inbound,Passengers,0
2025,Australia,Guangzhou,Inbound,Passengers,31680
2025,Australia,Haikou,Inbound,Passengers,5607
2025,Australia,Hangzhou,Inbound,Passengers,3844
2025,Australia,Hanoi,Inbound,Passengers,8285
2025,Australia,Ho Chi Minh City,Inbound,Passengers,43683
2025,Australia,Hong Kong,Inbound,Passengers,82312
2025,Australia,Honiara,Inbound,Passengers,2275
2025,Australia,Honolulu,Inbound,Passengers,15449
2025,Australia,Istanbul,Inbound,Passengers,3789
2025,Australia,Jakarta,Inbound,Passengers,14118
2025,Australia,Jinan,Inbound,Passengers,935
2025,Australia,Johannesburg,Inbound,Passengers,10263
2025,Australia,Kuala Lumpur,Inbound,Passengers,66338
2025,Australia,London,Inbound,Passengers,13953
2025,Australia,Los Angeles,Inbound,Passengers,45607
2025,Australia,Louisville,Inbound,Passengers,0
2025,Australia,Manila,Inbound,Passengers,40705
2025,Australia,Mauritius,Inbound,Passengers,1788
2025,Australia,Munda,Inbound,Passengers,0
2025,Australia,Nadi,Inbound,Passengers,52036
2025,Australia,Nanjing,Inbound,Passengers,3600
2025,Australia,Nauru,Inbound,Passengers,890
2025,Australia,New Delhi,Inbound,Passengers,16567
2025,Australia,New York,Inbound,Passengers,1481
2025,Australia,Noumea,Inbound,Passengers,4995
2025,Australia,Osaka,Inbound,Passengers,14398
2025,Australia,Palau,Inbound,Passengers,214
2025,Australia,Paris,Inbound,Passengers,1858
2025,Australia,Phuket,Inbound,Passengers,13957
2025,Australia,Port Moresby,Inbound,Passengers,9199
2025,Australia,Port Vila,Inbound,Passengers,6640
2025,Australia,Qingdao,Inbound,Passengers,3078
2025,Australia,Queenstown,Inbound,Passengers,24640
2025,Australia,Rarotonga,Inbound,Passengers,3312
2025,Australia,San Francisco,Inbound,Passengers,17939
2025,Australia,Santiago,Inbound,Passengers,11554
2025,Australia,Seoul,Inbound,Passengers,32781
2025,Australia,Shanghai,Inbound,Passengers,32724
2025,Australia,Shenzhen,Inbound,Passengers,3532
2025,Australia,Singapore,Inbound,Passengers,254437
2025,Australia,Taipei,Inbound,Passengers,15828
2025,Australia,Taiyuan,Inbound,Passengers,0
2025,Australia,Tianjin,Inbound,Passengers,125
2025,Australia,Tokyo,Inbound,Passengers,65003
2025,Australia,Tongatapu,Inbound,Passengers,721
2025,Australia,Toronto,Inbound,Passengers,1123
2025,Australia,Vancouver,Inbound,Passengers,13858
2025,Australia,Wellington,Inbound,Passengers,27029
2025,Australia,Wuhan,Inbound,Passengers,1682
2025,Australia,Xiamen,Inbound,Passengers,12354
2025,Australia,Xi'an,Inbound,Passengers,939
2025,Australia,Zhengzhou,Inbound,Passengers,956
2025,Adelaide,Auckland,Outbound,Passengers,2679
2025,Adelaide,Denpasar,Outbound,Passengers,9869
2025,Adelaide,Doha,Outbound,Passengers,7935
2025,Adelaide,Dubai,Outbound,Passengers,6088
2025,Adelaide,Ho Chi Minh City,Outbound,Passengers,0
2025,Adelaide,Kuala Lumpur,Outbound,Passengers,5351
2025,Adelaide,Nadi,Outbound,Passengers,1456
2025,Adelaide,Singapore,Outbound,Passengers,12975
2025,Brisbane,Apia,Outbound,Passengers,2371
2025,Brisbane,Auckland,Outbound,Passengers,35910
2025,Brisbane,Bangkok,Outbound,Passengers,4034
2025,Brisbane,Christchurch,Outbound,Passengers,7159
2025,Brisbane,Denpasar,Outbound,Passengers,19027
2025,Brisbane,Doha,Outbound,Passengers,10822
2025,Brisbane,Dubai,Outbound,Passengers,22905
2025,Brisbane,Espiritu Santo,Outbound,Passengers,474
2025,Brisbane,Guangzhou,Outbound,Passengers,6831
2025,Brisbane,Ho Chi Minh City,Outbound,Passengers,3740
2025,Brisbane,Hong Kong,Outbound,Passengers,13010
2025,Brisbane,Honiara,Outbound,Passengers,1883
2025,Brisbane,Kuala Lumpur,Outbound,Passengers,72
2025,Brisbane,Los Angeles,Outbound,Passengers,5223
2025,Brisbane,Manila,Outbound,Passengers,7394
2025,Brisbane,Munda,Outbound,Passengers,135
2025,Brisbane,Nadi,Outbound,Passengers,10965
2025,Brisbane,Nauru,Outbound,Passengers,872
2025,Brisbane,Noumea,Outbound,Passengers,1965
2025,Brisbane,Osaka,Outbound,Passengers,5232
2025,Brisbane,Palau,Outbound,Passengers,229
2025,Brisbane,Port Moresby,Outbound,Passengers,6386
2025,Brisbane,Port Vila,Outbound,Passengers,4591
2025,Brisbane,Queenstown,Outbound,Passengers,3651
2025,Brisbane,San Francisco,Outbound,Passengers,3454
2025,Brisbane,Seoul,Outbound,Passengers,7982
2025,Brisbane,Shanghai,Outbound,Passengers,2533
2025,Brisbane,Singapore,Outbound,Passengers,38815
2025,Brisbane,Taipei,Outbound,Passengers,8045
2025,Brisbane,Tokyo,Outbound,Passengers,14314
2025,Brisbane,Vancouver,Outbound,Passengers,5582
2025,Brisbane,Wellington,Outbound,Passengers,6833
2025,Broome,Singapore,Outbound,Passengers,665
2025,Broome,Total,Outbound,Passengers,665
2025,Cairns,Auckland,Outbound,Passengers,1356
2025,Cairns,Christchurch,Outbound,Passengers,1072
2025,Cairns,Denpasar,Outbound,Passengers,5044
2025,Cairns,Nadi,Outbound,Passengers,962
2025,Cairns,Osaka,Outbound,Passengers,4832
2025,Cairns,Port Moresby,Outbound,Passengers,1476
2025,Cairns,Singapore,Outbound,Passengers,4354
2025,Cairns,Tokyo,Outbound,Passengers,7200
2025,Canberra,Nadi,Outbound,Passengers,1280
2025,Darwin,Denpasar,Outbound,Passengers,4753
2025,Darwin,Dili,Outbound,Passengers,1372
2025,Darwin,Singapore,Outbound,Passengers,5065
2025,Gold Coast,Auckland,Outbound,Passengers,12291
2025,Gold Coast,Christchurch,Outbound,Passengers,3163
2025,Gold Coast,Denpasar,Outbound,Passengers,2434
2025,Gold Coast,Queenstown,Outbound,Passengers,1997
2025,Gold Coast,Wellington,Outbound,Passengers,2155
2025,Melbourne,Abu Dhabi,Outbound,Passengers,8792
2025,Melbourne,Auckland,Outbound,Passengers,36511
2025,Melbourne,Bandar Seri Begawan,Outbound,Passengers,2691
2025,Melbourne,Bangkok,Outbound,Passengers,17508
2025,Melbourne,Beijing,Outbound,Passengers,3390
2025,Melbourne,Bombay,Outbound,Passengers,0
2025,Melbourne,Chengdu,Outbound,Passengers,4308
2025,Melbourne,Chicago,Outbound,Passengers,0
2025,Melbourne,Christchurch,Outbound,Passengers,10729
2025,Melbourne,Colombo,Outbound,Passengers,7509
2025,Melbourne,Dallas,Outbound,Passengers,3454
2025,Melbourne,Denpasar,Outbound,Passengers,48773
2025,Melbourne,Doha,Outbound,Passengers,20652
2025,Melbourne,Dubai,Outbound,Passengers,32877
2025,Melbourne,Guangzhou,Outbound,Passengers,11182
2025,Melbourne,Haikou,Outbound,Passengers,3201
2025,Melbourne,Hangzhou,Outbound,Passengers,2695
2025,Melbourne,Hanoi,Outbound,Passengers,4081
2025,Melbourne,Ho Chi Minh City,Outbound,Passengers,17684
2025,Melbourne,Hong Kong,Outbound,Passengers,24920
2025,Melbourne,Honolulu,Outbound,Passengers,2243
2025,Melbourne,Istanbul,Outbound,Passengers,2720
2025,Melbourne,Jakarta,Outbound,Passengers,3810
2025,Melbourne,Kuala Lumpur,Outbound,Passengers,18587
2025,Melbourne,London,Outbound,Passengers,0
2025,Melbourne,Los Angeles,Outbound,Passengers,8315
2025,Melbourne,Manila,Outbound,Passengers,7882
2025,Melbourne,Nadi,Outbound,Passengers,12341
2025,Melbourne,Nanjing,Outbound,Passengers,1243
2025,Melbourne,New Delhi,Outbound,Passengers,9191
2025,Melbourne,New York,Outbound,Passengers,0
2025,Melbourne,Noumea,Outbound,Passengers,0
2025,Melbourne,Phuket,Outbound,Passengers,5529
2025,Melbourne,Port Vila,Outbound,Passengers,0
2025,Melbourne,Qingdao,Outbound,Passengers,1416
2025,Melbourne,Queenstown,Outbound,Passengers,5763
2025,Melbourne,San Francisco,Outbound,Passengers,5499
2025,Melbourne,Santiago,Outbound,Passengers,2921
2025,Melbourne,Seoul,Outbound,Passengers,0
2025,Melbourne,Shanghai,Outbound,Passengers,13360
2025,Melbourne,Singapore,Outbound,Passengers,71556
2025,Melbourne,Taipei,Outbound,Passengers,3844
2025,Melbourne,Tokyo,Outbound,Passengers,9855
2025,Melbourne,Wellington,Outbound,Passengers,7280
2025,Melbourne,Xiamen,Outbound,Passengers,6266
2025,Perth,Auckland,Outbound,Passengers,8250
2025,Perth,Bangkok,Outbound,Passengers,7858
2025,Perth,Denpasar,Outbound,Passengers,46871
2025,Perth,Doha,Outbound,Passengers,14474
2025,Perth,Dubai,Outbound,Passengers,15510
2025,Perth,Ho Chi Minh City,Outbound,Passengers,3291
2025,Perth,Hong Kong,Outbound,Passengers,11063
2025,Perth,Jakarta,Outbound,Passengers,1909
2025,Perth,Johannesburg,Outbound,Passengers,3404
2025,Perth,Kuala Lumpur,Outbound,Passengers,17731
2025,Perth,London,Outbound,Passengers,6789
2025,Perth,Manila,Outbound,Passengers,1928
2025,Perth,Mauritius,Outbound,Passengers,1883
2025,Perth,Paris,Outbound,Passengers,1735
2025,Perth,Phuket,Outbound,Passengers,3710
2025,Perth,Singapore,Outbound,Passengers,58918
2025,Perth,Tokyo,Outbound,Passengers,1510
2025,Sunshine Coast,Auckland,Outbound,Passengers,1507
2025,Sydney,Abu Dhabi,Outbound,Passengers,10136
2025,Sydney,Auckland,Outbound,Passengers,46928
2025,Sydney,Bangalore,Outbound,Passengers,4361
2025,Sydney,Bangkok,Outbound,Passengers,22148
2025,Sydney,Beijing,Outbound,Passengers,4708
2025,Sydney,Chengdu,Outbound,Passengers,5123
2025,Sydney,Chicago,Outbound,Passengers,0
2025,Sydney,Chongqing,Outbound,Passengers,892
2025,Sydney,Christchurch,Outbound,Passengers,12842
2025,Sydney,Colombo,Outbound,Passengers,4084
2025,Sydney,Dallas,Outbound,Passengers,5925
2025,Sydney,Denpasar,Outbound,Passengers,36804
2025,Sydney,Doha,Outbound,Passengers,15909
2025,Sydney,Dubai,Outbound,Passengers,39811
2025,Sydney,Gaborone,Outbound,Passengers,0
2025,Sydney,Guangzhou,Outbound,Passengers,15828
2025,Sydney,Haikou,Outbound,Passengers,3754
2025,Sydney,Hangzhou,Outbound,Passengers,1036
2025,Sydney,Hanoi,Outbound,Passengers,4468
2025,Sydney,Ho Chi Minh City,Outbound,Passengers,14903
2025,Sydney,Hong Kong,Outbound,Passengers,37598
2025,Sydney,Honolulu,Outbound,Passengers,11188
2025,Sydney,Istanbul,Outbound,Passengers,4077
2025,Sydney,Jakarta,Outbound,Passengers,7449
2025,Sydney,Jinan,Outbound,Passengers,851
2025,Sydney,Johannesburg,Outbound,Passengers,6781
2025,Sydney,Kuala Lumpur,Outbound,Passengers,17598
2025,Sydney,London,Outbound,Passengers,10665
2025,Sydney,Los Angeles,Outbound,Passengers,27416
2025,Sydney,Louisville,Outbound,Passengers,0
2025,Sydney,Manila,Outbound,Passengers,18006
2025,Sydney,Nadi,Outbound,Passengers,24282
2025,Sydney,Nanjing,Outbound,Passengers,1729
2025,Sydney,New Delhi,Outbound,Passengers,6470
2025,Sydney,New York,Outbound,Passengers,1470
2025,Sydney,Noumea,Outbound,Passengers,2592
2025,Sydney,Osaka,Outbound,Passengers,4149
2025,Sydney,Paris,Outbound,Passengers,865
2025,Sydney,Phuket,Outbound,Passengers,4026
2025,Sydney,Port Moresby,Outbound,Passengers,432
2025,Sydney,Port Vila,Outbound,Passengers,2078
2025,Sydney,Qingdao,Outbound,Passengers,2037
2025,Sydney,Queenstown,Outbound,Passengers,10552
2025,Sydney,Rarotonga,Outbound,Passengers,3407
2025,Sydney,San Francisco,Outbound,Passengers,8676
2025,Sydney,Santiago,Outbound,Passengers,8170
2025,Sydney,Seoul,Outbound,Passengers,25338
2025,Sydney,Shanghai,Outbound,Passengers,17520
2025,Sydney,Shenzhen,Outbound,Passengers,3503
2025,Sydney,Singapore,Outbound,Passengers,64086
2025,Sydney,Taipei,Outbound,Passengers,4782
2025,Sydney,Taiyuan,Outbound,Passengers,0
2025,Sydney,Tianjin,Outbound,Passengers,203
2025,Sydney,Tokyo,Outbound,Passengers,30808
2025,Sydney,Tongatapu,Outbound,Passengers,985
2025,Sydney,Toronto,Outbound,Passengers,1347
2025,Sydney,Vancouver,Outbound,Passengers,9715
2025,Sydney,Wellington,Outbound,Passengers,8609
2025,Sydney,Wuhan,Outbound,Passengers,1265
2025,Sydney,Xiamen,Outbound,Passengers,6308
2025,Sydney,Xi'an,Outbound,Passengers,688
2025,Sydney,Zhengzhou,Outbound,Passengers,942
2025,Toowoomba Wellcamp,Hong Kong,Outbound,Passengers,0
2025,Australia,Abu Dhabi,Outbound,Passengers,18928
2025,Australia,Apia,Outbound,Passengers,2371
2025,Australia,Auckland,Outbound,Passengers,145432
2025,Australia,Bandar Seri Begawan,Outbound,Passengers,2691
2025,Australia,Bangalore,Outbound,Passengers,4361
2025,Australia,Bangkok,Outbound,Passengers,51548
2025,Australia,Beijing,Outbound,Passengers,8098
2025,Australia,Bombay,Outbound,Passengers,0
2025,Australia,Chengdu,Outbound,Passengers,9431
2025,Australia,Chicago,Outbound,Passengers,0
2025,Australia,Chongqing,Outbound,Passengers,892
2025,Australia,Christchurch,Outbound,Passengers,34965
2025,Australia,Colombo,Outbound,Passengers,11593
2025,Australia,Dallas,Outbound,Passengers,9379
2025,Australia,Denpasar,Outbound,Passengers,173575
2025,Australia,Dili,Outbound,Passengers,1372
2025,Australia,Doha,Outbound,Passengers,69792
2025,Australia,Dubai,Outbound,Passengers,117191
2025,Australia,Espiritu Santo,Outbound,Passengers,474
2025,Australia,Gaborone,Outbound,Passengers,0
2025,Australia,Guangzhou,Outbound,Passengers,33841
2025,Australia,Haikou,Outbound,Passengers,6955
2025,Australia,Hangzhou,Outbound,Passengers,3731
2025,Australia,Hanoi,Outbound,Passengers,8549
2025,Australia,Ho Chi Minh City,Outbound,Passengers,39618
2025,Australia,Hong Kong,Outbound,Passengers,86591
2025,Australia,Honiara,Outbound,Passengers,1883
2025,Australia,Honolulu,Outbound,Passengers,13431
2025,Australia,Istanbul,Outbound,Passengers,6797
2025,Australia,Jakarta,Outbound,Passengers,13168
2025,Australia,Jinan,Outbound,Passengers,851
2025,Australia,Johannesburg,Outbound,Passengers,10185
2025,Australia,Kuala Lumpur,Outbound,Passengers,59339
2025,Australia,London,Outbound,Passengers,17454
2025,Australia,Los Angeles,Outbound,Passengers,40954
2025,Australia,Louisville,Outbound,Passengers,0
2025,Australia,Manila,Outbound,Passengers,35210
2025,Australia,Mauritius,Outbound,Passengers,1883
2025,Australia,Munda,Outbound,Passengers,135
2025,Australia,Nadi,Outbound,Passengers,51286
2025,Australia,Nanjing,Outbound,Passengers,2972
2025,Australia,Nauru,Outbound,Passengers,872
2025,Australia,New Delhi,Outbound,Passengers,15661
2025,Australia,New York,Outbound,Passengers,1470
2025,Australia,Noumea,Outbound,Passengers,4557
2025,Australia,Osaka,Outbound,Passengers,14213
2025,Australia,Palau,Outbound,Passengers,229
2025,Australia,Paris,Outbound,Passengers,2600
2025,Australia,Phuket,Outbound,Passengers,13265
2025,Australia,Port Moresby,Outbound,Passengers,8294
2025,Australia,Port Vila,Outbound,Passengers,6669
2025,Australia,Qingdao,Outbound,Passengers,3453
2025,Australia,Queenstown,Outbound,Passengers,21963
2025,Australia,Rarotonga,Outbound,Passengers,3407
2025,Australia,San Francisco,Outbound,Passengers,17629
2025,Australia,Santiago,Outbound,Passengers,11091
2025,Australia,Seoul,Outbound,Passengers,33320
2025,Australia,Shanghai,Outbound,Passengers,33413
2025,Australia,Shenzhen,Outbound,Passengers,3503
2025,Australia,Singapore,Outbound,Passengers,256434
2025,Australia,Taipei,Outbound,Passengers,16671
2025,Australia,Taiyuan,Outbound,Passengers,0
2025,Australia,Tianjin,Outbound,Passengers,203
2025,Australia,Tokyo,Outbound,Passengers,63687
2025,Australia,Tongatapu,Outbound,Passengers,985
2025,Australia,Toronto,Outbound,Passengers,1347
2025,Australia,Vancouver,Outbound,Passengers,15297
2025,Australia,Wellington,Outbound,Passengers,24877
2025,Australia,Wuhan,Outbound,Passengers,1265
2025,Australia,Xiamen,Outbound,Passengers,12574
2025,Australia,Xi'an,Outbound,Passengers,688
2025,Australia,Zhengzhou,Outbound,Passengers,942
