Year,Month,Airline_Name,Country,Passengers,Freight_tonnes,Mail_tonnes,Direction,DateID,YearMonthDate
2014,4,Air India,India,3992.0,0.0,0.0,Outbound,201404,2014-04-01
2014,4,Air Mauritius,Mauritius,2124.0,51.9,0.3,Inbound,201404,2014-04-01
2014,4,Air Mauritius,Mauritius,2581.0,20.5,0.0,Outbound,201404,2014-04-01
2014,4,Air New Zealand,Cook Islands,666.0,0.0,0.1,Inbound,201404,2014-04-01
2014,4,Air New Zealand,Cook Islands,718.0,22.9,0.0,Outbound,201404,2014-04-01
2014,4,Air New Zealand,New Zealand,109922.0,1954.6,218.7,Inbound,201404,2014-04-01
2014,4,Air New Zealand,New Zealand,98495.0,1766.4,1.8,Outbound,201404,2014-04-01
2014,4,Air Niugini,Papua New Guinea,7955.0,48.2,0.0,Inbound,201404,2014-04-01
2014,4,Air Niugini,Papua New Guinea,7998.0,265.3,9.2,Outbound,201404,2014-04-01
2014,4,Air Vanuatu,Vanuatu,4407.0,3.5,4.4,Inbound,201404,2014-04-01
2014,4,Air Vanuatu,Vanuatu,4626.0,30.9,3.0,Outbound,201404,2014-04-01
2014,4,AirAsia X,Malaysia,63062.0,1069.5,0.0,Inbound,201404,2014-04-01
2014,4,AirAsia X,Malaysia,63140.0,318.2,0.0,Outbound,201404,2014-04-01
2014,4,Asiana Airlines,Korea,5862.0,128.3,42.0,Inbound,201404,2014-04-01
2014,4,Asiana Airlines,Korea,7771.0,64.6,0.0,Outbound,201404,2014-04-01
2014,4,British Airways,Singapore,3094.0,78.2,0.0,Inbound,201404,2014-04-01
2014,4,British Airways,Singapore,3078.0,45.6,0.1,Outbound,201404,2014-04-01
2014,4,British Airways,UK,3793.0,270.7,35.9,Inbound,201404,2014-04-01
2014,4,British Airways,UK,5237.0,184.3,0.4,Outbound,201404,2014-04-01
2014,4,Cathay Pacific Airways,Hong Kong (SAR),67437.0,3091.3,100.8,Inbound,201404,2014-04-01
2014,4,Cathay Pacific Airways,Hong Kong (SAR),70329.0,2961.2,17.4,Outbound,201404,2014-04-01
2014,4,China Airlines,New Zealand,5618.0,138.6,0.0,Inbound,201404,2014-04-01
2014,4,China Airlines,New Zealand,5218.0,175.2,0.0,Outbound,201404,2014-04-01
2014,4,China Airlines,Taiwan,5023.0,122.3,34.5,Inbound,201404,2014-04-01
2014,4,China Airlines,Taiwan,5335.0,85.6,4.0,Outbound,201404,2014-04-01
2014,4,China Eastern Airlines,China,14801.0,433.1,4.9,Inbound,201404,2014-04-01
2014,4,China Eastern Airlines,China,15356.0,259.8,0.0,Outbound,201404,2014-04-01
2014,4,China Southern Airlines,China,28620.0,1103.6,103.2,Inbound,201404,2014-04-01
2014,4,China Southern Airlines,China,28648.0,201.6,37.9,Outbound,201404,2014-04-01
2014,4,Delta Air Lines,USA,6646.0,330.2,128.2,Inbound,201404,2014-04-01
2014,4,Delta Air Lines,USA,7594.0,238.2,0.0,Outbound,201404,2014-04-01
2014,4,Emirates,Malaysia,2509.0,15.1,0.0,Inbound,201404,2014-04-01
2014,4,Emirates,Malaysia,2774.0,33.2,0.0,Outbound,201404,2014-04-01
2014,4,Emirates,New Zealand,32455.0,1114.2,0.0,Inbound,201404,2014-04-01
2014,4,Emirates,New Zealand,29495.0,464.4,0.0,Outbound,201404,2014-04-01
2014,4,Emirates,Singapore,8314.0,132.3,0.7,Inbound,201404,2014-04-01
2014,4,Emirates,Singapore,7365.0,387.1,0.0,Outbound,201404,2014-04-01
2014,4,Emirates,Thailand,4606.0,2.4,5.6,Inbound,201404,2014-04-01
2014,4,Emirates,Thailand,2367.0,3.3,0.0,Outbound,201404,2014-04-01
2014,4,Emirates,United Arab Emirates,73050.0,3229.0,43.1,Inbound,201404,2014-04-01
2014,4,Emirates,United Arab Emirates,98594.0,2856.0,35.2,Outbound,201404,2014-04-01
2014,4,Etihad Airways,Singapore,2298.0,73.8,0.0,Inbound,201404,2014-04-01
2014,4,Etihad Airways,Singapore,2555.0,179.5,0.0,Outbound,201404,2014-04-01
2014,4,Etihad Airways,United Arab Emirates,21909.0,860.9,44.2,Inbound,201404,2014-04-01
2014,4,Etihad Airways,United Arab Emirates,29151.0,910.5,6.8,Outbound,201404,2014-04-01
2014,4,Eva Air,Taiwan,1724.0,101.8,7.7,Inbound,201404,2014-04-01
2014,4,Eva Air,Taiwan,1744.0,39.9,0.0,Outbound,201404,2014-04-01
2014,4,Federal Express Corporation,China,,290.6,0.0,Outbound,201404,2014-04-01
2014,4,Federal Express Corporation,USA,,450.3,16.7,Inbound,201404,2014-04-01
2014,4,Fiji Airways,Fiji,18119.0,270.8,2.9,Inbound,201404,2014-04-01
2014,4,Fiji Airways,Fiji,19169.0,234.1,8.9,Outbound,201404,2014-04-01
2014,4,Garuda Indonesia,Indonesia,22931.0,589.1,94.8,Inbound,201404,2014-04-01
2014,4,Garuda Indonesia,Indonesia,23926.0,245.5,0.0,Outbound,201404,2014-04-01
2014,4,Hawaiian Airlines,USA,8305.0,141.7,5.8,Inbound,201404,2014-04-01
2014,4,Hawaiian Airlines,USA,8972.0,126.6,4.5,Outbound,201404,2014-04-01
2014,4,Indonesia AirAsia,Indonesia,21634.0,0.0,0.0,Inbound,201404,2014-04-01
2014,4,Indonesia AirAsia,Indonesia,21075.0,0.0,0.0,Outbound,201404,2014-04-01
2014,4,Japan Airlines,Japan,6087.0,115.2,187.3,Inbound,201404,2014-04-01
2014,4,Japan Airlines,Japan,6376.0,113.9,0.2,Outbound,201404,2014-04-01
2014,4,Jetstar,Fiji,2496.0,6.7,0.0,Inbound,201404,2014-04-01
2014,4,Jetstar,Fiji,2623.0,0.0,0.0,Outbound,201404,2014-04-01
2014,4,Jetstar,Indonesia,29422.0,355.4,0.0,Inbound,201404,2014-04-01
2014,4,Jetstar,Indonesia,32359.0,14.5,2.0,Outbound,201404,2014-04-01
2014,4,Jetstar,Japan,15137.0,293.6,36.0,Inbound,201404,2014-04-01
2014,4,Jetstar,Japan,15012.0,134.9,6.5,Outbound,201404,2014-04-01
2014,4,Jetstar,New Zealand,30756.0,7.7,7.5,Inbound,201404,2014-04-01
2014,4,Jetstar,New Zealand,26774.0,23.1,17.6,Outbound,201404,2014-04-01
2014,4,Jetstar,Singapore,3351.0,121.5,2.1,Inbound,201404,2014-04-01
2014,4,Jetstar,Singapore,4267.0,59.1,0.0,Outbound,201404,2014-04-01
2014,4,Jetstar,Thailand,7450.0,136.3,6.6,Inbound,201404,2014-04-01
2014,4,Jetstar,Thailand,8154.0,50.3,1.1,Outbound,201404,2014-04-01
2014,4,Jetstar,USA,9064.0,156.7,7.4,Inbound,201404,2014-04-01
2014,4,Jetstar,USA,8583.0,105.9,0.5,Outbound,201404,2014-04-01
2014,4,Jetstar Asia,Singapore,10283.0,7.5,0.0,Inbound,201404,2014-04-01
2014,4,Jetstar Asia,Singapore,10609.0,1.4,0.0,Outbound,201404,2014-04-01
2014,4,Korean Air,Korea,9200.0,168.0,87.1,Inbound,201404,2014-04-01
2014,4,Korean Air,Korea,10835.0,190.3,4.1,Outbound,201404,2014-04-01
2014,4,LAN Airlines,Chile,1786.0,67.0,4.2,Inbound,201404,2014-04-01
2014,4,LAN Airlines,Chile,1333.0,60.6,1.4,Outbound,201404,2014-04-01
2014,4,LAN Airlines,New Zealand,2041.0,19.0,0.0,Inbound,201404,2014-04-01
2014,4,LAN Airlines,New Zealand,1368.0,66.3,1.1,Outbound,201404,2014-04-01
2014,4,Malaysia Airlines,China,0.0,136.0,0.0,Inbound,201404,2014-04-01
2014,4,Malaysia Airlines,Malaysia,63023.0,2900.9,186.5,Inbound,201404,2014-04-01
2014,4,Malaysia Airlines,Malaysia,61383.0,1768.9,1.2,Outbound,201404,2014-04-01
2014,4,Nauru Airlines,Nauru,1501.0,0.4,0.0,Inbound,201404,2014-04-01
2014,4,Nauru Airlines,Nauru,1312.0,13.3,0.7,Outbound,201404,2014-04-01
2014,4,Pacific Air Express,Papua New Guinea,,1.1,0.0,Inbound,201404,2014-04-01
2014,4,Pacific Air Express,Papua New Guinea,,94.8,0.0,Outbound,201404,2014-04-01
2014,4,Pacific Air Express,Solomon Islands,,28.3,0.0,Inbound,201404,2014-04-01
2014,4,Pacific Air Express,Solomon Islands,,26.1,0.0,Outbound,201404,2014-04-01
2014,4,Philippine Airlines,Philippines,8406.0,218.4,16.1,Inbound,201404,2014-04-01
2014,4,Philippine Airlines,Philippines,8004.0,111.5,0.0,Outbound,201404,2014-04-01
2014,4,Polar Air Cargo,Japan,,917.3,0.0,Inbound,201404,2014-04-01
2014,4,Polar Air Cargo,Japan,,13.6,0.0,Outbound,201404,2014-04-01
2014,4,Polar Air Cargo,Korea,,5.7,0.0,Outbound,201404,2014-04-01
2014,4,Qantas Airways,Chile,4582.0,23.4,0.0,Inbound,201404,2014-04-01
2014,4,Qantas Airways,Chile,4952.0,5.3,3.3,Outbound,201404,2014-04-01
2014,4,Qantas Airways,China,7021.0,506.7,6.9,Inbound,201404,2014-04-01
2014,4,Qantas Airways,China,6588.0,82.1,45.9,Outbound,201404,2014-04-01
2014,4,Qantas Airways,Fiji,,0.0,0.0,Inbound,201404,2014-04-01
2014,4,Qantas Airways,Fiji,,0.0,0.0,Outbound,201404,2014-04-01
2014,4,Qantas Airways,Hong Kong (SAR),25792.0,932.8,13.0,Inbound,201404,2014-04-01
2014,4,Qantas Airways,Hong Kong (SAR),25714.0,755.4,24.4,Outbound,201404,2014-04-01
2014,4,Qantas Airways,Indonesia,3369.0,120.1,1.0,Inbound,201404,2014-04-01
2014,4,Qantas Airways,Indonesia,3283.0,56.1,1.2,Outbound,201404,2014-04-01
2014,4,Qantas Airways,Japan,9320.0,76.3,30.3,Inbound,201404,2014-04-01
2014,4,Qantas Airways,Japan,8863.0,129.4,57.6,Outbound,201404,2014-04-01
2014,4,Qantas Airways,New Caledonia,2378.0,2.9,0.1,Inbound,201404,2014-04-01
2014,4,Qantas Airways,New Caledonia,2187.0,32.3,1.5,Outbound,201404,2014-04-01
2014,4,Qantas Airways,New Zealand,53012.0,682.9,0.7,Inbound,201404,2014-04-01
2014,4,Qantas Airways,New Zealand,50910.0,785.7,157.9,Outbound,201404,2014-04-01
2014,4,Qantas Airways,Papua New Guinea,2176.0,0.0,0.0,Inbound,201404,2014-04-01
2014,4,Qantas Airways,Papua New Guinea,2258.0,0.0,0.0,Outbound,201404,2014-04-01
2014,4,Qantas Airways,Philippines,4475.0,89.0,1.9,Inbound,201404,2014-04-01
2014,4,Qantas Airways,Philippines,4656.0,59.0,1.6,Outbound,201404,2014-04-01
2014,4,Qantas Airways,Singapore,28924.0,1094.2,34.8,Inbound,201404,2014-04-01
2014,4,Qantas Airways,Singapore,26988.0,893.8,48.9,Outbound,201404,2014-04-01
2014,4,Qantas Airways,South Africa,7748.0,93.7,6.4,Inbound,201404,2014-04-01
2014,4,Qantas Airways,South Africa,7631.0,60.0,7.3,Outbound,201404,2014-04-01
2014,4,Qantas Airways,Thailand,5438.0,173.5,51.7,Inbound,201404,2014-04-01
2014,4,Qantas Airways,Thailand,6096.0,107.9,9.2,Outbound,201404,2014-04-01
2014,4,Qantas Airways,UK,9092.0,463.8,40.7,Inbound,201404,2014-04-01
2014,4,Qantas Airways,UK,14448.0,86.7,128.1,Outbound,201404,2014-04-01
2014,4,Qantas Airways,USA,46967.0,1833.8,152.0,Inbound,201404,2014-04-01
2014,4,Qantas Airways,USA,56581.0,415.2,111.6,Outbound,201404,2014-04-01
2014,4,Qantas Airways,United Arab Emirates,8384.0,28.1,0.0,Inbound,201404,2014-04-01
2014,4,Qantas Airways,United Arab Emirates,9220.0,172.6,7.4,Outbound,201404,2014-04-01
2014,4,Qatar Airways,Qatar,11048.0,626.2,5.7,Inbound,201404,2014-04-01
2014,4,Qatar Airways,Qatar,17310.0,541.8,0.0,Outbound,201404,2014-04-01
2014,4,Royal Brunei Airlines,Brunei,4333.0,205.4,6.0,Inbound,201404,2014-04-01
2014,4,Royal Brunei Airlines,Brunei,5787.0,338.1,0.0,Outbound,201404,2014-04-01
2014,4,Scoot,Singapore,14811.0,294.1,0.0,Inbound,201404,2014-04-01
2014,4,Scoot,Singapore,16482.0,69.0,0.0,Outbound,201404,2014-04-01
2014,4,Sichuan Airlines,China,3016.0,98.2,0.0,Inbound,201404,2014-04-01
2014,4,Sichuan Airlines,China,3440.0,38.1,0.0,Outbound,201404,2014-04-01
2014,4,Silk Air,Singapore,1583.0,13.7,0.0,Inbound,201404,2014-04-01
2014,4,Silk Air,Singapore,1747.0,0.9,0.0,Outbound,201404,2014-04-01
2014,4,Singapore Airlines,New Zealand,,366.4,0.0,Inbound,201404,2014-04-01
2014,4,Singapore Airlines,New Zealand,,690.2,0.0,Outbound,201404,2014-04-01
2014,4,Singapore Airlines,Singapore,118153.0,5887.9,287.8,Inbound,201404,2014-04-01
2014,4,Singapore Airlines,Singapore,124748.0,4153.0,0.7,Outbound,201404,2014-04-01
2014,4,Solomon Airlines,Solomon Islands,998.0,20.5,0.0,Inbound,201404,2014-04-01
2014,4,Solomon Airlines,Solomon Islands,1113.0,21.8,0.0,Outbound,201404,2014-04-01
2014,4,South African Airways,South Africa,6084.0,70.9,0.0,Inbound,201404,2014-04-01
2014,4,South African Airways,South Africa,6672.0,183.6,0.0,Outbound,201404,2014-04-01
2014,4,Tasman Cargo Airlines,New Zealand,,324.7,0.0,Inbound,201404,2014-04-01
2014,4,Tasman Cargo Airlines,New Zealand,,317.1,0.0,Outbound,201404,2014-04-01
2014,4,Thai Airways International,Thailand,33017.0,1386.1,114.4,Inbound,201404,2014-04-01
2014,4,Thai Airways International,Thailand,39897.0,1174.9,5.5,Outbound,201404,2014-04-01
2014,4,Tigerair,Singapore,4369.0,0.0,0.0,Inbound,201404,2014-04-01
2014,4,Tigerair,Singapore,4814.0,0.0,0.0,Outbound,201404,2014-04-01
2014,4,United Airlines,Guam,552.0,0.0,0.0,Inbound,201404,2014-04-01
2014,4,United Airlines,Guam,619.0,0.3,0.0,Outbound,201404,2014-04-01
2014,4,United Airlines,USA,12279.0,3.3,93.3,Inbound,201404,2014-04-01
2014,4,United Airlines,USA,14754.0,191.9,1.7,Outbound,201404,2014-04-01
2014,4,United Parcel Service,China,,36.8,0.0,Outbound,201404,2014-04-01
2014,4,United Parcel Service,Korea,,10.1,0.0,Outbound,201404,2014-04-01
2014,4,United Parcel Service,Singapore,,75.0,0.0,Outbound,201404,2014-04-01
2014,4,United Parcel Service,Taiwan,,16.1,0.0,Outbound,201404,2014-04-01
2014,4,United Parcel Service,USA,,1455.6,0.0,Inbound,201404,2014-04-01
2014,4,Vietnam Airlines,Vietnam,13205.0,522.5,0.0,Inbound,201404,2014-04-01
2014,4,Vietnam Airlines,Vietnam,12680.0,399.7,0.0,Outbound,201404,2014-04-01
2014,4,Virgin Atlantic Airways,Hong Kong (SAR),5264.0,371.2,0.0,Inbound,201404,2014-04-01
2014,4,Virgin Atlantic Airways,Hong Kong (SAR),4944.0,234.4,0.0,Outbound,201404,2014-04-01
2014,4,Virgin Atlantic Airways,UK,1768.0,30.5,0.0,Inbound,201404,2014-04-01
2014,4,Virgin Atlantic Airways,UK,2790.0,8.8,0.0,Outbound,201404,2014-04-01
2014,4,Virgin Australia,Fiji,10531.0,30.1,0.0,Inbound,201404,2014-04-01
2014,4,Virgin Australia,Fiji,11487.0,18.9,0.0,Outbound,201404,2014-04-01
2014,4,Virgin Australia,Indonesia,16372.0,29.9,0.0,Inbound,201404,2014-04-01
2014,4,Virgin Australia,Indonesia,18555.0,0.0,0.0,Outbound,201404,2014-04-01
2014,4,Virgin Australia,New Zealand,44565.0,75.5,0.0,Inbound,201404,2014-04-01
2014,4,Virgin Australia,New Zealand,40586.0,22.9,0.0,Outbound,201404,2014-04-01
2014,4,Virgin Australia,Papua New Guinea,2098.0,0.0,0.0,Inbound,201404,2014-04-01
2014,4,Virgin Australia,Papua New Guinea,2256.0,24.4,0.0,Outbound,201404,2014-04-01
2014,4,Virgin Australia,Solomon Islands,711.0,0.0,0.0,Inbound,201404,2014-04-01
2014,4,Virgin Australia,Solomon Islands,843.0,7.8,0.0,Outbound,201404,2014-04-01
2014,4,Virgin Australia,Thailand,1774.0,0.0,0.0,Inbound,201404,2014-04-01
2014,4,Virgin Australia,Thailand,2073.0,0.0,0.0,Outbound,201404,2014-04-01
2014,4,Virgin Australia,Tonga,776.0,1.1,0.0,Inbound,201404,2014-04-01
2014,4,Virgin Australia,Tonga,840.0,1.4,0.0,Outbound,201404,2014-04-01
2014,4,Virgin Australia,USA,15823.0,569.3,0.0,Inbound,201404,2014-04-01
2014,4,Virgin Australia,USA,18908.0,665.4,0.0,Outbound,201404,2014-04-01
2014,4,Virgin Australia,United Arab Emirates,2351.0,65.0,0.0,Inbound,201404,2014-04-01
2014,4,Virgin Australia,United Arab Emirates,4275.0,155.3,0.0,Outbound,201404,2014-04-01
2014,4,Virgin Australia,Vanuatu,1939.0,5.9,0.0,Inbound,201404,2014-04-01
2014,4,Virgin Australia,Vanuatu,2093.0,8.2,0.0,Outbound,201404,2014-04-01
2014,4,Virgin Samoa,Western Samoa,1714.0,0.1,0.0,Inbound,201404,2014-04-01
2014,4,Virgin Samoa,Western Samoa,1788.0,1.6,0.0,Outbound,201404,2014-04-01
2014,5,Air Caledonie International,New Caledonia,2657.0,3.2,0.6,Inbound,201405,2014-05-01
2014,5,Air Caledonie International,New Caledonia,2665.0,77.1,3.7,Outbound,201405,2014-05-01
2014,5,Air Canada,Canada,5818.0,310.5,37.1,Inbound,201405,2014-05-01
2014,5,Air Canada,Canada,8090.0,180.8,26.0,Outbound,201405,2014-05-01
2014,5,Air China,China,9924.0,428.6,52.6,Inbound,201405,2014-05-01
2014,5,Air China,China,10242.0,244.9,22.9,Outbound,201405,2014-05-01
2014,5,Air India,India,5132.0,132.4,0.8,Inbound,201405,2014-05-01
2014,5,Air India,India,3213.0,0.0,0.0,Outbound,201405,2014-05-01
2014,5,Air Mauritius,Mauritius,1679.0,35.9,0.4,Inbound,201405,2014-05-01
2014,5,Air Mauritius,Mauritius,1467.0,16.0,0.0,Outbound,201405,2014-05-01
2014,5,Air New Zealand,Cook Islands,600.0,0.0,0.1,Inbound,201405,2014-05-01
2014,5,Air New Zealand,Cook Islands,702.0,28.0,0.0,Outbound,201405,2014-05-01
2014,5,Air New Zealand,New Zealand,83788.0,2159.3,232.0,Inbound,201405,2014-05-01
2014,5,Air New Zealand,New Zealand,80595.0,1741.0,0.7,Outbound,201405,2014-05-01
2014,5,Air Niugini,Papua New Guinea,7780.0,46.4,0.0,Inbound,201405,2014-05-01
2014,5,Air Niugini,Papua New Guinea,7024.0,342.0,19.3,Outbound,201405,2014-05-01
2014,5,Air Vanuatu,Vanuatu,3478.0,5.1,3.3,Inbound,201405,2014-05-01
2014,5,Air Vanuatu,Vanuatu,3548.0,35.2,3.0,Outbound,201405,2014-05-01
2014,5,AirAsia X,Malaysia,56684.0,776.9,0.0,Inbound,201405,2014-05-01
2014,5,AirAsia X,Malaysia,53448.0,302.3,0.0,Outbound,201405,2014-05-01
2014,5,Asiana Airlines,Korea,6212.0,156.5,20.7,Inbound,201405,2014-05-01
2014,5,Asiana Airlines,Korea,7859.0,94.1,0.0,Outbound,201405,2014-05-01
2014,5,British Airways,Singapore,2601.0,41.5,0.0,Inbound,201405,2014-05-01
2014,5,British Airways,Singapore,3128.0,58.6,0.3,Outbound,201405,2014-05-01
2014,5,British Airways,UK,3301.0,417.8,24.8,Inbound,201405,2014-05-01
2014,5,British Airways,UK,5109.0,123.4,0.8,Outbound,201405,2014-05-01
2014,5,Cathay Pacific Airways,Hong Kong (SAR),58815.0,3591.7,113.9,Inbound,201405,2014-05-01
2014,5,Cathay Pacific Airways,Hong Kong (SAR),68404.0,2992.8,25.4,Outbound,201405,2014-05-01
2014,5,China Airlines,New Zealand,3550.0,145.9,0.8,Inbound,201405,2014-05-01
2014,5,China Airlines,New Zealand,4277.0,193.1,0.0,Outbound,201405,2014-05-01
2014,5,China Airlines,Taiwan,4782.0,144.9,57.0,Inbound,201405,2014-05-01
2014,5,China Airlines,Taiwan,5450.0,106.4,5.4,Outbound,201405,2014-05-01
2014,5,China Eastern Airlines,China,13887.0,405.7,5.5,Inbound,201405,2014-05-01
2014,5,China Eastern Airlines,China,14096.0,322.2,1.5,Outbound,201405,2014-05-01
2014,5,China Southern Airlines,China,25814.0,981.2,109.7,Inbound,201405,2014-05-01
2014,5,China Southern Airlines,China,25401.0,294.7,44.2,Outbound,201405,2014-05-01
2014,5,Delta Air Lines,USA,7219.0,400.3,117.4,Inbound,201405,2014-05-01
2014,5,Delta Air Lines,USA,7135.0,272.9,0.0,Outbound,201405,2014-05-01
2014,5,Emirates,Malaysia,2509.0,15.6,0.0,Inbound,201405,2014-05-01
2014,5,Emirates,Malaysia,1939.0,52.0,0.0,Outbound,201405,2014-05-01
2014,5,Emirates,New Zealand,28025.0,1113.6,0.0,Inbound,201405,2014-05-01
2014,5,Emirates,New Zealand,25596.0,659.5,0.0,Outbound,201405,2014-05-01
2014,5,Emirates,Singapore,5842.0,144.4,0.8,Inbound,201405,2014-05-01
2014,5,Emirates,Singapore,5903.0,455.6,0.0,Outbound,201405,2014-05-01
2014,5,Emirates,Thailand,3923.0,1.5,4.8,Inbound,201405,2014-05-01
2014,5,Emirates,Thailand,1976.0,2.7,0.0,Outbound,201405,2014-05-01
2014,5,Emirates,United Arab Emirates,68884.0,3121.7,38.1,Inbound,201405,2014-05-01
2014,5,Emirates,United Arab Emirates,96193.0,2622.0,39.4,Outbound,201405,2014-05-01
2014,5,Etihad Airways,Singapore,2010.0,80.3,0.0,Inbound,201405,2014-05-01
2014,5,Etihad Airways,Singapore,2064.0,193.4,0.0,Outbound,201405,2014-05-01
2014,5,Etihad Airways,United Arab Emirates,19898.0,1032.7,46.7,Inbound,201405,2014-05-01
2014,5,Etihad Airways,United Arab Emirates,29983.0,1086.7,13.2,Outbound,201405,2014-05-01
2014,5,Eva Air,Taiwan,1841.0,95.2,6.5,Inbound,201405,2014-05-01
2014,5,Eva Air,Taiwan,1576.0,38.5,0.0,Outbound,201405,2014-05-01
2014,5,Federal Express Corporation,China,,300.7,0.0,Outbound,201405,2014-05-01
2014,5,Federal Express Corporation,USA,,554.4,16.1,Inbound,201405,2014-05-01
2014,5,Fiji Airways,Fiji,17843.0,352.6,2.3,Inbound,201405,2014-05-01
2014,5,Fiji Airways,Fiji,17783.0,238.9,10.1,Outbound,201405,2014-05-01
2014,5,Garuda Indonesia,Indonesia,20285.0,634.7,108.2,Inbound,201405,2014-05-01
2014,5,Garuda Indonesia,Indonesia,21915.0,197.7,0.0,Outbound,201405,2014-05-01
2014,5,Hawaiian Airlines,USA,10048.0,227.7,0.8,Inbound,201405,2014-05-01
2014,5,Hawaiian Airlines,USA,10284.0,115.6,0.1,Outbound,201405,2014-05-01
2014,5,Indonesia AirAsia,Indonesia,18810.0,0.0,0.0,Inbound,201405,2014-05-01
2014,5,Indonesia AirAsia,Indonesia,19615.0,0.0,0.0,Outbound,201405,2014-05-01
2014,5,Japan Airlines,Japan,5997.0,223.9,169.0,Inbound,201405,2014-05-01
2014,5,Japan Airlines,Japan,5985.0,78.4,0.3,Outbound,201405,2014-05-01
2014,5,Jetstar,Fiji,2824.0,6.6,0.0,Inbound,201405,2014-05-01
2014,5,Jetstar,Fiji,2724.0,2.3,0.0,Outbound,201405,2014-05-01
2014,5,Jetstar,Indonesia,30329.0,393.5,0.0,Inbound,201405,2014-05-01
2014,5,Jetstar,Indonesia,36485.0,9.9,2.0,Outbound,201405,2014-05-01
2014,5,Jetstar,Japan,13460.0,293.1,19.8,Inbound,201405,2014-05-01
2014,5,Jetstar,Japan,14882.0,115.2,7.9,Outbound,201405,2014-05-01
2014,5,Jetstar,New Zealand,26937.0,9.6,8.5,Inbound,201405,2014-05-01
2014,5,Jetstar,New Zealand,24501.0,28.7,19.1,Outbound,201405,2014-05-01
2014,5,Jetstar,Singapore,3647.0,124.2,1.3,Inbound,201405,2014-05-01
2014,5,Jetstar,Singapore,4219.0,72.5,0.0,Outbound,201405,2014-05-01
2014,5,Jetstar,Thailand,8613.0,173.7,12.2,Inbound,201405,2014-05-01
2014,5,Jetstar,Thailand,9757.0,68.5,1.7,Outbound,201405,2014-05-01
2014,5,Jetstar,USA,8785.0,164.7,7.8,Inbound,201405,2014-05-01
2014,5,Jetstar,USA,7782.0,153.0,0.9,Outbound,201405,2014-05-01
2014,5,Jetstar Asia,Singapore,9395.0,9.9,0.0,Inbound,201405,2014-05-01
2014,5,Jetstar Asia,Singapore,9201.0,2.3,0.0,Outbound,201405,2014-05-01
2014,5,Korean Air,Korea,8997.0,221.9,81.7,Inbound,201405,2014-05-01
2014,5,Korean Air,Korea,10264.0,240.8,3.6,Outbound,201405,2014-05-01
2014,5,LAN Airlines,Chile,2321.0,112.0,5.3,Inbound,201405,2014-05-01
2014,5,LAN Airlines,Chile,2576.0,88.3,1.6,Outbound,201405,2014-05-01
2014,5,LAN Airlines,New Zealand,2472.0,29.5,0.4,Inbound,201405,2014-05-01
2014,5,LAN Airlines,New Zealand,1250.0,100.2,0.0,Outbound,201405,2014-05-01
2014,5,Malaysia Airlines,Malaysia,51870.0,2943.0,227.9,Inbound,201405,2014-05-01
2014,5,Malaysia Airlines,Malaysia,50608.0,1808.6,2.7,Outbound,201405,2014-05-01
2014,5,Nauru Airlines,Nauru,1550.0,0.4,0.0,Inbound,201405,2014-05-01
2014,5,Nauru Airlines,Nauru,1597.0,12.5,0.8,Outbound,201405,2014-05-01
2014,5,Pacific Air Express,Papua New Guinea,,0.7,0.0,Inbound,201405,2014-05-01
2014,5,Pacific Air Express,Papua New Guinea,,69.5,0.0,Outbound,201405,2014-05-01
2014,5,Pacific Air Express,Solomon Islands,,41.9,0.0,Inbound,201405,2014-05-01
2014,5,Pacific Air Express,Solomon Islands,,38.9,0.0,Outbound,201405,2014-05-01
2014,5,Pacific Air Express,Vanuatu,,0.0,0.0,Inbound,201405,2014-05-01
2014,5,Pacific Air Express,Vanuatu,,10.7,0.0,Outbound,201405,2014-05-01
2014,5,Philippine Airlines,Philippines,8145.0,237.5,12.2,Inbound,201405,2014-05-01
2014,5,Philippine Airlines,Philippines,6120.0,142.6,0.3,Outbound,201405,2014-05-01
2014,5,Polar Air Cargo,Japan,,966.7,0.0,Inbound,201405,2014-05-01
2014,5,Polar Air Cargo,Japan,,18.2,0.0,Outbound,201405,2014-05-01
2014,5,Polar Air Cargo,Korea,,32.0,0.0,Outbound,201405,2014-05-01
2014,5,Qantas Airways,Chile,3909.0,30.6,0.0,Inbound,201405,2014-05-01
2014,5,Qantas Airways,Chile,4540.0,4.1,3.1,Outbound,201405,2014-05-01
2014,5,Qantas Airways,China,5357.0,388.2,15.8,Inbound,201405,2014-05-01
2014,5,Qantas Airways,China,5296.0,144.7,49.3,Outbound,201405,2014-05-01
2014,5,Qantas Airways,Hong Kong (SAR),20599.0,1042.8,14.2,Inbound,201405,2014-05-01
2014,5,Qantas Airways,Hong Kong (SAR),20444.0,680.2,29.5,Outbound,201405,2014-05-01
2014,5,Qantas Airways,Indonesia,3085.0,98.6,0.3,Inbound,201405,2014-05-01
2014,5,Qantas Airways,Indonesia,2613.0,73.5,1.5,Outbound,201405,2014-05-01
2014,5,Qantas Airways,Japan,8311.0,71.3,38.6,Inbound,201405,2014-05-01
2014,5,Qantas Airways,Japan,8475.0,60.1,53.6,Outbound,201405,2014-05-01
2014,5,Qantas Airways,New Caledonia,1760.0,3.6,0.1,Inbound,201405,2014-05-01
2014,5,Qantas Airways,New Caledonia,1854.0,32.7,3.0,Outbound,201405,2014-05-01
