Year,Month,Airline_Name,Country,Direction,Passengers,Freight_tonnes,Mail_tonnes,Is_Total_AllServices
2009,2,Qantas Airways,New Zealand,Inbound,46456.0,1387.8,0.0,False
2009,2,Qantas Airways,New Zealand,Outbound,49758.0,1252.1,162.0,False
2009,2,Qantas Airways,Philippines,Inbound,3221.0,18.0,4.6,False
2009,2,Qantas Airways,Philippines,Outbound,3180.0,47.0,2.2,False
2009,2,Qantas Airways,Singapore,Inbound,39065.0,1131.0,30.3,False
2009,2,Qantas Airways,Singapore,Outbound,30833.0,1785.1,140.2,False
2009,2,Qantas Airways,South Africa,Inbound,6442.0,99.8,4.2,False
2009,2,Qantas Airways,South Africa,Outbound,5343.0,88.0,9.4,False
2009,2,Qantas Airways,Thailand,Inbound,4595.0,94.0,5.7,False
2009,2,Qantas Airways,Thailand,Outbound,3425.0,121.5,13.9,False
2009,2,Qantas Airways,UK,Inbound,14998.0,349.0,56.0,False
2009,2,Qantas Airways,UK,Outbound,13666.0,105.6,131.7,False
2009,2,Qantas Airways,USA,Inbound,41074.0,1348.6,169.2,False
2009,2,Qantas Airways,USA,Outbound,33881.0,471.2,163.0,False
2009,2,Royal Brunei Airlines,Brunei,Inbound,6625.0,49.3,0.1,False
2009,2,Royal Brunei Airlines,Brunei,Outbound,3822.0,105.9,0.0,False
2009,2,Royal Brunei Airlines,New Zealand,Inbound,1290.0,77.1,0.0,False
2009,2,Royal Brunei Airlines,New Zealand,Outbound,1083.0,56.4,0.0,False
2009,2,Singapore Airlines,Singapore,Inbound,108146.0,3690.3,112.5,False
2009,2,Singapore Airlines,Singapore,Outbound,79581.0,4944.0,0.7,False
2009,2,SkyAirWorld,Solomon Islands,Inbound,89.0,0.0,0.0,False
2009,2,SkyAirWorld,Solomon Islands,Outbound,73.0,0.0,0.0,False
2009,2,Solomon Airlines,Solomon Islands,Inbound,221.0,3.9,0.0,False
2009,2,Solomon Airlines,Solomon Islands,Outbound,266.0,6.9,0.0,False
2009,2,South African Airways,South Africa,Inbound,5153.0,27.1,3.8,False
2009,2,South African Airways,South Africa,Outbound,3524.0,121.4,1.6,False
2009,2,Thai Airways International,Thailand,Inbound,41992.0,1352.0,147.5,False
2009,2,Thai Airways International,Thailand,Outbound,29722.0,1885.6,2.4,False
2009,2,Tiger Airways,Singapore,Inbound,4486.0,0.0,0.0,False
2009,2,Tiger Airways,Singapore,Outbound,3105.0,0.0,0.0,False
2009,2,United Airlines,USA,Inbound,16906.0,44.0,70.0,False
2009,2,United Airlines,USA,Outbound,13420.0,501.8,10.4,False
2009,2,V Australia,USA,Inbound,90.0,21.3,0.0,False
2009,2,V Australia,USA,Outbound,137.0,13.6,0.0,False
2009,2,Vietnam Airlines,Vietnam,Inbound,10179.0,137.5,0.0,False
2009,2,Vietnam Airlines,Vietnam,Outbound,5596.0,86.9,0.0,False
2009,2,Virgin Atlantic Airways,Hong Kong (SAR),Inbound,4028.0,383.8,0.0,False
2009,2,Virgin Atlantic Airways,Hong Kong (SAR),Outbound,2942.0,139.8,0.0,False
2009,2,Virgin Atlantic Airways,UK,Inbound,3852.0,33.3,0.0,False
2009,2,Virgin Atlantic Airways,UK,Outbound,3028.0,55.3,0.0,False
2009,2,Virgin Australia,Fiji,Inbound,6212.0,7.8,0.0,False
2009,2,Virgin Australia,Fiji,Outbound,6798.0,29.9,0.0,False
2009,2,Virgin Australia,Indonesia,Inbound,5967.0,0.0,0.0,False
2009,2,Virgin Australia,Indonesia,Outbound,6554.0,0.0,0.0,False
2009,2,Virgin Australia,New Zealand,Inbound,30170.0,28.3,0.0,False
2009,2,Virgin Australia,New Zealand,Outbound,34989.0,37.3,0.0,False
2009,2,Virgin Australia,Papua New Guinea,Inbound,764.0,0.0,0.0,False
2009,2,Virgin Australia,Papua New Guinea,Outbound,797.0,4.1,0.0,False
2009,2,Virgin Australia,Solomon Islands,Inbound,505.0,0.0,0.0,False
2009,2,Virgin Australia,Solomon Islands,Outbound,601.0,2.4,0.0,False
2009,2,Virgin Australia,Tonga,Inbound,955.0,3.9,0.0,False
2009,2,Virgin Australia,Tonga,Outbound,860.0,0.9,0.0,False
2009,2,Virgin Australia,Vanuatu,Inbound,1962.0,2.0,0.0,False
2009,2,Virgin Australia,Vanuatu,Outbound,1859.0,5.8,0.0,False
2009,2,Virgin Samoa,Western Samoa,Inbound,1488.0,0.7,0.0,False
2009,2,Virgin Samoa,Western Samoa,Outbound,1426.0,1.1,0.0,False
2009,3,Aerolineas Argentinas,Argentina,Inbound,2775.0,11.3,0.9,False
2009,3,Aerolineas Argentinas,Argentina,Outbound,1781.0,9.8,0.0,False
2009,3,Aerolineas Argentinas,New Zealand,Inbound,713.0,56.2,0.0,False
2009,3,Aerolineas Argentinas,New Zealand,Outbound,1009.0,81.5,0.0,False
2009,3,Air Caledonie,New Caledonia,Inbound,3390.0,4.6,0.5,False
2009,3,Air Caledonie,New Caledonia,Outbound,3215.0,72.5,1.0,False
2009,3,Air Canada,Canada,Inbound,4998.0,201.4,0.0,False
2009,3,Air Canada,Canada,Outbound,5515.0,145.0,0.0,False
2009,3,Air China,China,Inbound,9346.0,306.0,24.5,False
2009,3,Air China,China,Outbound,7004.0,128.5,3.1,False
2009,3,Air Mauritius,Mauritius,Inbound,1494.0,32.5,0.7,False
2009,3,Air Mauritius,Mauritius,Outbound,1412.0,53.8,0.0,False
2009,3,Air New Zealand,New Zealand,Inbound,95820.0,1663.5,238.3,False
2009,3,Air New Zealand,New Zealand,Outbound,86923.0,1444.2,2.5,False
2009,3,Air Niugini,Papua New Guinea,Inbound,7099.0,58.3,2.5,False
2009,3,Air Niugini,Papua New Guinea,Outbound,7342.0,219.1,12.9,False
2009,3,Air Pacific,Fiji,Inbound,10221.0,254.7,0.0,False
2009,3,Air Pacific,Fiji,Outbound,10976.0,236.3,12.0,False
2009,3,Air Tahiti Nui,Tahiti,Inbound,638.0,11.2,0.0,False
2009,3,Air Tahiti Nui,Tahiti,Outbound,581.0,33.9,0.0,False
2009,3,Air Vanuatu,Vanuatu,Inbound,3098.0,14.2,0.0,False
2009,3,Air Vanuatu,Vanuatu,Outbound,3165.0,50.3,0.0,False
2009,3,AirAsia X,Malaysia,Inbound,17976.0,126.5,0.0,False
2009,3,AirAsia X,Malaysia,Outbound,17132.0,19.6,0.0,False
