Australian_City,Foreign_City,Metric,Direction,Year,Value,Is_Total_Row
Australia,Palau,Passengers,Outbound,2024,31.0,True
Australia,Palau,Passengers,Outbound,2025,229.0,True
Australia,Paris,Freight_tonnes,Inbound,2024,0.0,True
Australia,Paris,Freight_tonnes,Inbound,2025,42.6,True
Australia,Paris,Freight_tonnes,Outbound,2024,0.0,True
Australia,Paris,Freight_tonnes,Outbound,2025,0.3,True
Australia,Paris,Passengers,Inbound,2024,0.0,True
Australia,Paris,Passengers,Inbound,2025,1858.0,True
Australia,Paris,Passengers,Outbound,2024,0.0,True
Australia,Paris,Passengers,Outbound,2025,2600.0,True
Australia,Phuket,Freight_tonnes,Inbound,2024,162.2,True
Australia,Phuket,Freight_tonnes,Inbound,2025,253.0,True
Australia,Phuket,Freight_tonnes,Outbound,2024,0.4,True
Australia,Phuket,Freight_tonnes,Outbound,2025,0.5,True
Australia,Phuket,Passengers,Inbound,2024,8108.0,True
Australia,Phuket,Passengers,Inbound,2025,13957.0,True
Australia,Phuket,Passengers,Outbound,2024,8098.0,True
Australia,Phuket,Passengers,Outbound,2025,13265.0,True
Australia,Port Moresby,Freight_tonnes,Inbound,2024,157.1,True
Australia,Port Moresby,Freight_tonnes,Inbound,2025,150.3,True
Australia,Port Moresby,Freight_tonnes,Outbound,2024,261.9,True
Australia,Port Moresby,Freight_tonnes,Outbound,2025,222.7,True
Australia,Port Moresby,Passengers,Inbound,2024,9230.0,True
Australia,Port Moresby,Passengers,Inbound,2025,9199.0,True
Australia,Port Moresby,Passengers,Outbound,2024,8303.0,True
Australia,Port Moresby,Passengers,Outbound,2025,8294.0,True
Australia,Port Vila,Freight_tonnes,Inbound,2024,0.9,True
Australia,Port Vila,Freight_tonnes,Inbound,2025,4.2,True
Australia,Port Vila,Freight_tonnes,Outbound,2024,1.9,True
Australia,Port Vila,Freight_tonnes,Outbound,2025,10.9,True
Australia,Port Vila,Passengers,Inbound,2024,3940.0,True
Australia,Port Vila,Passengers,Inbound,2025,6640.0,True
Australia,Port Vila,Passengers,Outbound,2024,3914.0,True
Australia,Port Vila,Passengers,Outbound,2025,6669.0,True
Australia,Qingdao,Freight_tonnes,Inbound,2024,193.2,True
Australia,Qingdao,Freight_tonnes,Inbound,2025,242.1,True
Australia,Qingdao,Freight_tonnes,Outbound,2024,35.5,True
Australia,Qingdao,Freight_tonnes,Outbound,2025,28.7,True
Australia,Qingdao,Passengers,Inbound,2024,1784.0,True
Australia,Qingdao,Passengers,Inbound,2025,3078.0,True
Australia,Qingdao,Passengers,Outbound,2024,1827.0,True
Australia,Qingdao,Passengers,Outbound,2025,3453.0,True
Australia,Queenstown,Freight_tonnes,Inbound,2024,0.0,True
Australia,Queenstown,Freight_tonnes,Inbound,2025,0.0,True
Australia,Queenstown,Freight_tonnes,Outbound,2024,0.3,True
Australia,Queenstown,Freight_tonnes,Outbound,2025,0.5,True
Australia,Queenstown,Passengers,Inbound,2024,22386.0,True
Australia,Queenstown,Passengers,Inbound,2025,24640.0,True
Australia,Queenstown,Passengers,Outbound,2024,20009.0,True
Australia,Queenstown,Passengers,Outbound,2025,21963.0,True
Australia,Rarotonga,Freight_tonnes,Inbound,2024,0.0,True
Australia,Rarotonga,Freight_tonnes,Inbound,2025,0.0,True
Australia,Rarotonga,Freight_tonnes,Outbound,2024,0.0,True
Australia,Rarotonga,Freight_tonnes,Outbound,2025,0.1,True
Australia,Rarotonga,Passengers,Inbound,2024,2786.0,True
Australia,Rarotonga,Passengers,Inbound,2025,3312.0,True
Australia,Rarotonga,Passengers,Outbound,2024,2936.0,True
Australia,Rarotonga,Passengers,Outbound,2025,3407.0,True
Australia,San Francisco,Freight_tonnes,Inbound,2024,642.3,True
Australia,San Francisco,Freight_tonnes,Inbound,2025,409.7,True
Australia,San Francisco,Freight_tonnes,Outbound,2024,875.3,True
Australia,San Francisco,Freight_tonnes,Outbound,2025,466.3,True
Australia,San Francisco,Passengers,Inbound,2024,16142.0,True
Australia,San Francisco,Passengers,Inbound,2025,17939.0,True
Australia,San Francisco,Passengers,Outbound,2024,16817.0,True
Australia,San Francisco,Passengers,Outbound,2025,17629.0,True
Australia,Santiago,Freight_tonnes,Inbound,2024,414.0,True
Australia,Santiago,Freight_tonnes,Inbound,2025,158.8,True
Australia,Santiago,Freight_tonnes,Outbound,2024,359.9,True
Australia,Santiago,Freight_tonnes,Outbound,2025,432.2,True
Australia,Santiago,Passengers,Inbound,2024,9733.0,True
Australia,Santiago,Passengers,Inbound,2025,11554.0,True
Australia,Santiago,Passengers,Outbound,2024,9566.0,True
Australia,Santiago,Passengers,Outbound,2025,11091.0,True
Australia,Seoul,Freight_tonnes,Inbound,2024,1069.6,True
Australia,Seoul,Freight_tonnes,Inbound,2025,1219.5,True
Australia,Seoul,Freight_tonnes,Outbound,2024,512.7,True
Australia,Seoul,Freight_tonnes,Outbound,2025,372.2,True
Australia,Seoul,Passengers,Inbound,2024,35317.0,True
Australia,Seoul,Passengers,Inbound,2025,32781.0,True
Australia,Seoul,Passengers,Outbound,2024,35207.0,True
Australia,Seoul,Passengers,Outbound,2025,33320.0,True
Australia,Shanghai,Freight_tonnes,Inbound,2024,1772.5,True
Australia,Shanghai,Freight_tonnes,Inbound,2025,1971.6,True
Australia,Shanghai,Freight_tonnes,Outbound,2024,1065.9,True
Australia,Shanghai,Freight_tonnes,Outbound,2025,1108.3,True
Australia,Shanghai,Passengers,Inbound,2024,26006.0,True
Australia,Shanghai,Passengers,Inbound,2025,32724.0,True
Australia,Shanghai,Passengers,Outbound,2024,28376.0,True
Australia,Shanghai,Passengers,Outbound,2025,33413.0,True
Australia,Shenzhen,Freight_tonnes,Inbound,2024,346.8,True
Australia,Shenzhen,Freight_tonnes,Inbound,2025,376.0,True
Australia,Shenzhen,Freight_tonnes,Outbound,2024,176.5,True
Australia,Shenzhen,Freight_tonnes,Outbound,2025,100.3,True
Australia,Shenzhen,Passengers,Inbound,2024,2654.0,True
Australia,Shenzhen,Passengers,Inbound,2025,3532.0,True
Australia,Shenzhen,Passengers,Outbound,2024,2759.0,True
Australia,Shenzhen,Passengers,Outbound,2025,3503.0,True
Australia,Singapore,Freight_tonnes,Inbound,2024,10575.4,True
Australia,Singapore,Freight_tonnes,Inbound,2025,10357.4,True
Australia,Singapore,Freight_tonnes,Outbound,2024,8599.4,True
Australia,Singapore,Freight_tonnes,Outbound,2025,8784.8,True
Australia,Singapore,Passengers,Inbound,2024,235791.0,True
Australia,Singapore,Passengers,Inbound,2025,254437.0,True
Australia,Singapore,Passengers,Outbound,2024,243214.0,True
Australia,Singapore,Passengers,Outbound,2025,256434.0,True
Australia,Taipei,Freight_tonnes,Inbound,2024,709.6,True
Australia,Taipei,Freight_tonnes,Inbound,2025,700.5,True
Australia,Taipei,Freight_tonnes,Outbound,2024,571.6,True
Australia,Taipei,Freight_tonnes,Outbound,2025,602.8,True
Australia,Taipei,Passengers,Inbound,2024,12989.0,True
Australia,Taipei,Passengers,Inbound,2025,15828.0,True
Australia,Taipei,Passengers,Outbound,2024,14918.0,True
Australia,Taipei,Passengers,Outbound,2025,16671.0,True
Australia,Taiyuan,Freight_tonnes,Inbound,2024,0.0,True
Australia,Taiyuan,Freight_tonnes,Inbound,2025,0.0,True
Australia,Taiyuan,Freight_tonnes,Outbound,2024,0.0,True
Australia,Taiyuan,Freight_tonnes,Outbound,2025,0.0,True
Australia,Taiyuan,Passengers,Inbound,2024,49.0,True
Australia,Taiyuan,Passengers,Inbound,2025,0.0,True
Australia,Taiyuan,Passengers,Outbound,2024,17.0,True
Australia,Taiyuan,Passengers,Outbound,2025,0.0,True
Australia,Tianjin,Freight_tonnes,Inbound,2024,0.0,True
Australia,Tianjin,Freight_tonnes,Inbound,2025,0.0,True
Australia,Tianjin,Freight_tonnes,Outbound,2024,14.0,True
Australia,Tianjin,Freight_tonnes,Outbound,2025,0.0,True
Australia,Tianjin,Passengers,Inbound,2024,192.0,True
Australia,Tianjin,Passengers,Inbound,2025,125.0,True
Australia,Tianjin,Passengers,Outbound,2024,168.0,True
Australia,Tianjin,Passengers,Outbound,2025,203.0,True
Australia,Tokyo,Freight_tonnes,Inbound,2024,1822.1,True
Australia,Tokyo,Freight_tonnes,Inbound,2025,2233.1,True
Australia,Tokyo,Freight_tonnes,Outbound,2024,581.8,True
Australia,Tokyo,Freight_tonnes,Outbound,2025,918.2,True
Australia,Tokyo,Passengers,Inbound,2024,58623.0,True
Australia,Tokyo,Passengers,Inbound,2025,65003.0,True
Australia,Tokyo,Passengers,Outbound,2024,61822.0,True
Australia,Tokyo,Passengers,Outbound,2025,63687.0,True
Australia,Tongatapu,Freight_tonnes,Inbound,2024,0.0,True
Australia,Tongatapu,Freight_tonnes,Inbound,2025,0.0,True
Australia,Tongatapu,Freight_tonnes,Outbound,2024,0.2,True
Australia,Tongatapu,Freight_tonnes,Outbound,2025,0.4,True
Australia,Tongatapu,Passengers,Inbound,2024,483.0,True
Australia,Tongatapu,Passengers,Inbound,2025,721.0,True
Australia,Tongatapu,Passengers,Outbound,2024,558.0,True
Australia,Tongatapu,Passengers,Outbound,2025,985.0,True
Australia,Toronto,Freight_tonnes,Inbound,2024,76.6,True
Australia,Toronto,Freight_tonnes,Inbound,2025,13.3,True
Australia,Toronto,Freight_tonnes,Outbound,2024,172.0,True
Australia,Toronto,Freight_tonnes,Outbound,2025,0.0,True
Australia,Toronto,Passengers,Inbound,2024,1368.0,True
Australia,Toronto,Passengers,Inbound,2025,1123.0,True
Australia,Toronto,Passengers,Outbound,2024,1207.0,True
Australia,Toronto,Passengers,Outbound,2025,1347.0,True
Australia,Vancouver,Freight_tonnes,Inbound,2024,334.1,True
Australia,Vancouver,Freight_tonnes,Inbound,2025,305.2,True
Australia,Vancouver,Freight_tonnes,Outbound,2024,366.9,True
Australia,Vancouver,Freight_tonnes,Outbound,2025,461.7,True
Australia,Vancouver,Passengers,Inbound,2024,13742.0,True
Australia,Vancouver,Passengers,Inbound,2025,13858.0,True
Australia,Vancouver,Passengers,Outbound,2024,16503.0,True
Australia,Vancouver,Passengers,Outbound,2025,15297.0,True
Australia,Wellington,Freight_tonnes,Inbound,2024,26.2,True
Australia,Wellington,Freight_tonnes,Inbound,2025,16.1,True
Australia,Wellington,Freight_tonnes,Outbound,2024,12.0,True
Australia,Wellington,Freight_tonnes,Outbound,2025,9.5,True
Australia,Wellington,Passengers,Inbound,2024,26838.0,True
Australia,Wellington,Passengers,Inbound,2025,27029.0,True
Australia,Wellington,Passengers,Outbound,2024,23920.0,True
Australia,Wellington,Passengers,Outbound,2025,24877.0,True
Australia,Wuhan,Freight_tonnes,Inbound,2024,98.0,True
Australia,Wuhan,Freight_tonnes,Inbound,2025,69.6,True
Australia,Wuhan,Freight_tonnes,Outbound,2024,1.8,True
Australia,Wuhan,Freight_tonnes,Outbound,2025,3.1,True
Australia,Wuhan,Passengers,Inbound,2024,1548.0,True
Australia,Wuhan,Passengers,Inbound,2025,1682.0,True
Australia,Wuhan,Passengers,Outbound,2024,1343.0,True
Australia,Wuhan,Passengers,Outbound,2025,1265.0,True
Australia,Xi'an,Freight_tonnes,Inbound,2024,29.0,True
Australia,Xi'an,Freight_tonnes,Inbound,2025,29.9,True
Australia,Xi'an,Freight_tonnes,Outbound,2024,6.4,True
Australia,Xi'an,Freight_tonnes,Outbound,2025,156.1,True
Australia,Xi'an,Passengers,Inbound,2024,424.0,True
Australia,Xi'an,Passengers,Inbound,2025,939.0,True
Australia,Xi'an,Passengers,Outbound,2024,391.0,True
Australia,Xi'an,Passengers,Outbound,2025,688.0,True
Australia,Xiamen,Freight_tonnes,Inbound,2024,656.8,True
Australia,Xiamen,Freight_tonnes,Inbound,2025,728.7,True
Australia,Xiamen,Freight_tonnes,Outbound,2024,212.0,True
Australia,Xiamen,Freight_tonnes,Outbound,2025,307.4,True
Australia,Xiamen,Passengers,Inbound,2024,11836.0,True
Australia,Xiamen,Passengers,Inbound,2025,12354.0,True
Australia,Xiamen,Passengers,Outbound,2024,12024.0,True
Australia,Xiamen,Passengers,Outbound,2025,12574.0,True
Australia,Zhengzhou,Freight_tonnes,Inbound,2024,61.9,True
Australia,Zhengzhou,Freight_tonnes,Inbound,2025,38.7,True
Australia,Zhengzhou,Freight_tonnes,Outbound,2024,14.3,True
Australia,Zhengzhou,Freight_tonnes,Outbound,2025,3.6,True
Australia,Zhengzhou,Passengers,Inbound,2024,1184.0,True
Australia,Zhengzhou,Passengers,Inbound,2025,956.0,True
Australia,Zhengzhou,Passengers,Outbound,2024,986.0,True
Australia,Zhengzhou,Passengers,Outbound,2025,942.0,True
Brisbane,Apia,Freight_tonnes,Inbound,2024,0.0,False
Brisbane,Apia,Freight_tonnes,Inbound,2025,0.0,False
Brisbane,Apia,Freight_tonnes,Outbound,2024,1.5,False
Brisbane,Apia,Freight_tonnes,Outbound,2025,0.3,False
Brisbane,Apia,Passengers,Inbound,2024,2292.0,False
Brisbane,Apia,Passengers,Inbound,2025,2312.0,False
Brisbane,Apia,Passengers,Outbound,2024,2998.0,False
Brisbane,Apia,Passengers,Outbound,2025,2371.0,False
Brisbane,Auckland,Freight_tonnes,Inbound,2024,465.9,False
Brisbane,Auckland,Freight_tonnes,Inbound,2025,382.5,False
Brisbane,Auckland,Freight_tonnes,Outbound,2024,527.7,False
Brisbane,Auckland,Freight_tonnes,Outbound,2025,493.9,False
Brisbane,Auckland,Passengers,Inbound,2024,35157.0,False
Brisbane,Auckland,Passengers,Inbound,2025,38921.0,False
Brisbane,Auckland,Passengers,Outbound,2024,33632.0,False
Brisbane,Auckland,Passengers,Outbound,2025,35910.0,False
Brisbane,Bangkok,Freight_tonnes,Inbound,2024,0.0,False
Brisbane,Bangkok,Freight_tonnes,Inbound,2025,88.9,False
Brisbane,Bangkok,Freight_tonnes,Outbound,2024,0.0,False
Brisbane,Bangkok,Freight_tonnes,Outbound,2025,7.7,False
Brisbane,Bangkok,Passengers,Inbound,2024,0.0,False
Brisbane,Bangkok,Passengers,Inbound,2025,4400.0,False
Brisbane,Bangkok,Passengers,Outbound,2024,0.0,False
Brisbane,Bangkok,Passengers,Outbound,2025,4034.0,False
Brisbane,Christchurch,Freight_tonnes,Inbound,2024,12.0,False
Brisbane,Christchurch,Freight_tonnes,Inbound,2025,10.0,False
Brisbane,Christchurch,Freight_tonnes,Outbound,2024,9.5,False
Brisbane,Christchurch,Freight_tonnes,Outbound,2025,14.1,False
Brisbane,Christchurch,Passengers,Inbound,2024,9854.0,False
Brisbane,Christchurch,Passengers,Inbound,2025,8544.0,False
Brisbane,Christchurch,Passengers,Outbound,2024,8055.0,False
Brisbane,Christchurch,Passengers,Outbound,2025,7159.0,False
Brisbane,Denpasar,Freight_tonnes,Inbound,2024,10.6,False
Brisbane,Denpasar,Freight_tonnes,Inbound,2025,4.1,False
Brisbane,Denpasar,Freight_tonnes,Outbound,2024,0.0,False
Brisbane,Denpasar,Freight_tonnes,Outbound,2025,0.9,False
Brisbane,Denpasar,Passengers,Inbound,2024,17183.0,False
Brisbane,Denpasar,Passengers,Inbound,2025,18625.0,False
Brisbane,Denpasar,Passengers,Outbound,2024,18588.0,False
Brisbane,Denpasar,Passengers,Outbound,2025,19027.0,False
Brisbane,Doha,Freight_tonnes,Inbound,2024,184.8,False
Brisbane,Doha,Freight_tonnes,Inbound,2025,255.4,False
Brisbane,Doha,Freight_tonnes,Outbound,2024,135.0,False
Brisbane,Doha,Freight_tonnes,Outbound,2025,105.5,False
Brisbane,Doha,Passengers,Inbound,2024,7732.0,False
Brisbane,Doha,Passengers,Inbound,2025,8104.0,False
Brisbane,Doha,Passengers,Outbound,2024,10523.0,False
Brisbane,Doha,Passengers,Outbound,2025,10822.0,False
Brisbane,Dubai,Freight_tonnes,Inbound,2024,409.1,False
Brisbane,Dubai,Freight_tonnes,Inbound,2025,459.8,False
Brisbane,Dubai,Freight_tonnes,Outbound,2024,451.2,False
Brisbane,Dubai,Freight_tonnes,Outbound,2025,448.8,False
Brisbane,Dubai,Passengers,Inbound,2024,15049.0,False
Brisbane,Dubai,Passengers,Inbound,2025,17444.0,False
Brisbane,Dubai,Passengers,Outbound,2024,22992.0,False
Brisbane,Dubai,Passengers,Outbound,2025,22905.0,False
Brisbane,Espiritu Santo,Freight_tonnes,Inbound,2024,0.0,False
Brisbane,Espiritu Santo,Freight_tonnes,Inbound,2025,0.0,False
Brisbane,Espiritu Santo,Freight_tonnes,Outbound,2024,0.0,False
Brisbane,Espiritu Santo,Freight_tonnes,Outbound,2025,2.7,False
Brisbane,Espiritu Santo,Passengers,Inbound,2024,100.0,False
Brisbane,Espiritu Santo,Passengers,Inbound,2025,272.0,False
Brisbane,Espiritu Santo,Passengers,Outbound,2024,114.0,False
Brisbane,Espiritu Santo,Passengers,Outbound,2025,474.0,False
Brisbane,Guangzhou,Freight_tonnes,Inbound,2024,281.0,False
Brisbane,Guangzhou,Freight_tonnes,Inbound,2025,372.9,False
Brisbane,Guangzhou,Freight_tonnes,Outbound,2024,27.4,False
Brisbane,Guangzhou,Freight_tonnes,Outbound,2025,42.4,False
Brisbane,Guangzhou,Passengers,Inbound,2024,4582.0,False
Brisbane,Guangzhou,Passengers,Inbound,2025,6453.0,False
Brisbane,Guangzhou,Passengers,Outbound,2024,4729.0,False
Brisbane,Guangzhou,Passengers,Outbound,2025,6831.0,False
Brisbane,Ho Chi Minh City,Freight_tonnes,Inbound,2024,127.9,False
Brisbane,Ho Chi Minh City,Freight_tonnes,Inbound,2025,126.9,False
Brisbane,Ho Chi Minh City,Freight_tonnes,Outbound,2024,0.0,False
Brisbane,Ho Chi Minh City,Freight_tonnes,Outbound,2025,0.0,False
Brisbane,Ho Chi Minh City,Passengers,Inbound,2024,4691.0,False
Brisbane,Ho Chi Minh City,Passengers,Inbound,2025,4980.0,False
Brisbane,Ho Chi Minh City,Passengers,Outbound,2024,3904.0,False
Brisbane,Ho Chi Minh City,Passengers,Outbound,2025,3740.0,False
Brisbane,Hong Kong,Freight_tonnes,Inbound,2024,353.7,False
Brisbane,Hong Kong,Freight_tonnes,Inbound,2025,597.1,False
Brisbane,Hong Kong,Freight_tonnes,Outbound,2024,417.7,False
Brisbane,Hong Kong,Freight_tonnes,Outbound,2025,650.1,False
Brisbane,Hong Kong,Passengers,Inbound,2024,6701.0,False
Brisbane,Hong Kong,Passengers,Inbound,2025,11969.0,False
Brisbane,Hong Kong,Passengers,Outbound,2024,7947.0,False
Brisbane,Hong Kong,Passengers,Outbound,2025,13010.0,False
Brisbane,Honiara,Freight_tonnes,Inbound,2024,5.9,False
Brisbane,Honiara,Freight_tonnes,Inbound,2025,2.3,False
Brisbane,Honiara,Freight_tonnes,Outbound,2024,16.3,False
Brisbane,Honiara,Freight_tonnes,Outbound,2025,51.2,False
Brisbane,Honiara,Passengers,Inbound,2024,1971.0,False
Brisbane,Honiara,Passengers,Inbound,2025,2275.0,False
Brisbane,Honiara,Passengers,Outbound,2024,1640.0,False
Brisbane,Honiara,Passengers,Outbound,2025,1883.0,False
Brisbane,Kuala Lumpur,Freight_tonnes,Inbound,2024,1.8,False
Brisbane,Kuala Lumpur,Freight_tonnes,Inbound,2025,8.7,False
Brisbane,Kuala Lumpur,Freight_tonnes,Outbound,2024,0.0,False
Brisbane,Kuala Lumpur,Freight_tonnes,Outbound,2025,0.0,False
Brisbane,Kuala Lumpur,Passengers,Inbound,2024,233.0,False
Brisbane,Kuala Lumpur,Passengers,Inbound,2025,64.0,False
Brisbane,Kuala Lumpur,Passengers,Outbound,2024,74.0,False
Brisbane,Kuala Lumpur,Passengers,Outbound,2025,72.0,False
Brisbane,Los Angeles,Freight_tonnes,Inbound,2024,34.5,False
Brisbane,Los Angeles,Freight_tonnes,Inbound,2025,70.1,False
Brisbane,Los Angeles,Freight_tonnes,Outbound,2024,68.1,False
Brisbane,Los Angeles,Freight_tonnes,Outbound,2025,46.1,False
Brisbane,Los Angeles,Passengers,Inbound,2024,5340.0,False
Brisbane,Los Angeles,Passengers,Inbound,2025,5691.0,False
Brisbane,Los Angeles,Passengers,Outbound,2024,4725.0,False
Brisbane,Los Angeles,Passengers,Outbound,2025,5223.0,False
Brisbane,Manila,Freight_tonnes,Inbound,2024,41.0,False
Brisbane,Manila,Freight_tonnes,Inbound,2025,83.8,False
Brisbane,Manila,Freight_tonnes,Outbound,2024,3.2,False
Brisbane,Manila,Freight_tonnes,Outbound,2025,12.4,False
Brisbane,Manila,Passengers,Inbound,2024,3122.0,False
Brisbane,Manila,Passengers,Inbound,2025,7503.0,False
Brisbane,Manila,Passengers,Outbound,2024,2910.0,False
Brisbane,Manila,Passengers,Outbound,2025,7394.0,False
Brisbane,Munda,Freight_tonnes,Inbound,2024,0.0,False
Brisbane,Munda,Freight_tonnes,Inbound,2025,0.0,False
Brisbane,Munda,Freight_tonnes,Outbound,2024,0.0,False
Brisbane,Munda,Freight_tonnes,Outbound,2025,0.2,False
Brisbane,Munda,Passengers,Inbound,2024,0.0,False
Brisbane,Munda,Passengers,Inbound,2025,0.0,False
Brisbane,Munda,Passengers,Outbound,2024,70.0,False
Brisbane,Munda,Passengers,Outbound,2025,135.0,False
Brisbane,Nadi,Freight_tonnes,Inbound,2024,26.9,False
Brisbane,Nadi,Freight_tonnes,Inbound,2025,28.2,False
Brisbane,Nadi,Freight_tonnes,Outbound,2024,58.8,False
Brisbane,Nadi,Freight_tonnes,Outbound,2025,73.2,False
Brisbane,Nadi,Passengers,Inbound,2024,10493.0,False
Brisbane,Nadi,Passengers,Inbound,2025,11458.0,False
Brisbane,Nadi,Passengers,Outbound,2024,10248.0,False
Brisbane,Nadi,Passengers,Outbound,2025,10965.0,False
Brisbane,Nauru,Freight_tonnes,Inbound,2024,11.5,False
Brisbane,Nauru,Freight_tonnes,Inbound,2025,18.4,False
Brisbane,Nauru,Freight_tonnes,Outbound,2024,74.7,False
Brisbane,Nauru,Freight_tonnes,Outbound,2025,71.4,False
Brisbane,Nauru,Passengers,Inbound,2024,675.0,False
Brisbane,Nauru,Passengers,Inbound,2025,890.0,False
Brisbane,Nauru,Passengers,Outbound,2024,587.0,False
Brisbane,Nauru,Passengers,Outbound,2025,872.0,False
Brisbane,Noumea,Freight_tonnes,Inbound,2024,0.1,False
Brisbane,Noumea,Freight_tonnes,Inbound,2025,0.4,False
Brisbane,Noumea,Freight_tonnes,Outbound,2024,1.8,False
Brisbane,Noumea,Freight_tonnes,Outbound,2025,3.0,False
Brisbane,Noumea,Passengers,Inbound,2024,1040.0,False
Brisbane,Noumea,Passengers,Inbound,2025,1854.0,False
Brisbane,Noumea,Passengers,Outbound,2024,1017.0,False
Brisbane,Noumea,Passengers,Outbound,2025,1965.0,False
Brisbane,Osaka,Freight_tonnes,Inbound,2024,106.4,False
Brisbane,Osaka,Freight_tonnes,Inbound,2025,138.8,False
Brisbane,Osaka,Freight_tonnes,Outbound,2024,8.6,False
Brisbane,Osaka,Freight_tonnes,Outbound,2025,4.9,False
Brisbane,Osaka,Passengers,Inbound,2024,4285.0,False
Brisbane,Osaka,Passengers,Inbound,2025,5333.0,False
Brisbane,Osaka,Passengers,Outbound,2024,4350.0,False
Brisbane,Osaka,Passengers,Outbound,2025,5232.0,False
Brisbane,Palau,Freight_tonnes,Inbound,2024,0.1,False
Brisbane,Palau,Freight_tonnes,Inbound,2025,0.0,False
Brisbane,Palau,Freight_tonnes,Outbound,2024,2.2,False
Brisbane,Palau,Freight_tonnes,Outbound,2025,0.0,False
Brisbane,Palau,Passengers,Inbound,2024,18.0,False
Brisbane,Palau,Passengers,Inbound,2025,214.0,False
Brisbane,Palau,Passengers,Outbound,2024,31.0,False
Brisbane,Palau,Passengers,Outbound,2025,229.0,False
Brisbane,Port Moresby,Freight_tonnes,Inbound,2024,156.2,False
Brisbane,Port Moresby,Freight_tonnes,Inbound,2025,149.7,False
Brisbane,Port Moresby,Freight_tonnes,Outbound,2024,258.5,False
Brisbane,Port Moresby,Freight_tonnes,Outbound,2025,219.3,False
Brisbane,Port Moresby,Passengers,Inbound,2024,6737.0,False
Brisbane,Port Moresby,Passengers,Inbound,2025,6976.0,False
Brisbane,Port Moresby,Passengers,Outbound,2024,6044.0,False
Brisbane,Port Moresby,Passengers,Outbound,2025,6386.0,False
Brisbane,Port Vila,Freight_tonnes,Inbound,2024,0.5,False
Brisbane,Port Vila,Freight_tonnes,Inbound,2025,3.9,False
Brisbane,Port Vila,Freight_tonnes,Outbound,2024,1.4,False
Brisbane,Port Vila,Freight_tonnes,Outbound,2025,5.9,False
Brisbane,Port Vila,Passengers,Inbound,2024,3474.0,False
Brisbane,Port Vila,Passengers,Inbound,2025,4592.0,False
Brisbane,Port Vila,Passengers,Outbound,2024,3272.0,False
Brisbane,Port Vila,Passengers,Outbound,2025,4591.0,False
Brisbane,Queenstown,Freight_tonnes,Inbound,2024,0.0,False
Brisbane,Queenstown,Freight_tonnes,Inbound,2025,0.0,False
Brisbane,Queenstown,Freight_tonnes,Outbound,2024,0.0,False
Brisbane,Queenstown,Freight_tonnes,Outbound,2025,0.0,False
Brisbane,Queenstown,Passengers,Inbound,2024,3393.0,False
Brisbane,Queenstown,Passengers,Inbound,2025,3842.0,False
Brisbane,Queenstown,Passengers,Outbound,2024,3414.0,False
Brisbane,Queenstown,Passengers,Outbound,2025,3651.0,False
Brisbane,San Francisco,Freight_tonnes,Inbound,2024,157.6,False
Brisbane,San Francisco,Freight_tonnes,Inbound,2025,82.9,False
Brisbane,San Francisco,Freight_tonnes,Outbound,2024,132.6,False
Brisbane,San Francisco,Freight_tonnes,Outbound,2025,95.7,False
Brisbane,San Francisco,Passengers,Inbound,2024,3076.0,False
Brisbane,San Francisco,Passengers,Inbound,2025,3728.0,False
Brisbane,San Francisco,Passengers,Outbound,2024,3032.0,False
Brisbane,San Francisco,Passengers,Outbound,2025,3454.0,False
Brisbane,Seoul,Freight_tonnes,Inbound,2024,160.8,False
Brisbane,Seoul,Freight_tonnes,Inbound,2025,243.2,False
Brisbane,Seoul,Freight_tonnes,Outbound,2024,149.9,False
Brisbane,Seoul,Freight_tonnes,Outbound,2025,53.0,False
Brisbane,Seoul,Passengers,Inbound,2024,6999.0,False
Brisbane,Seoul,Passengers,Inbound,2025,8133.0,False
Brisbane,Seoul,Passengers,Outbound,2024,6731.0,False
Brisbane,Seoul,Passengers,Outbound,2025,7982.0,False
Brisbane,Shanghai,Freight_tonnes,Inbound,2024,139.0,False
Brisbane,Shanghai,Freight_tonnes,Inbound,2025,127.2,False
Brisbane,Shanghai,Freight_tonnes,Outbound,2024,33.4,False
Brisbane,Shanghai,Freight_tonnes,Outbound,2025,30.6,False
Brisbane,Shanghai,Passengers,Inbound,2024,2179.0,False
Brisbane,Shanghai,Passengers,Inbound,2025,2665.0,False
Brisbane,Shanghai,Passengers,Outbound,2024,2414.0,False
Brisbane,Shanghai,Passengers,Outbound,2025,2533.0,False
Brisbane,Singapore,Freight_tonnes,Inbound,2024,1304.2,False
Brisbane,Singapore,Freight_tonnes,Inbound,2025,1426.1,False
Brisbane,Singapore,Freight_tonnes,Outbound,2024,1298.0,False
Brisbane,Singapore,Freight_tonnes,Outbound,2025,1657.5,False
Brisbane,Singapore,Passengers,Inbound,2024,34231.0,False
Brisbane,Singapore,Passengers,Inbound,2025,39125.0,False
Brisbane,Singapore,Passengers,Outbound,2024,34588.0,False
Brisbane,Singapore,Passengers,Outbound,2025,38815.0,False
Brisbane,Taipei,Freight_tonnes,Inbound,2024,303.0,False
Brisbane,Taipei,Freight_tonnes,Inbound,2025,370.8,False
Brisbane,Taipei,Freight_tonnes,Outbound,2024,258.5,False
Brisbane,Taipei,Freight_tonnes,Outbound,2025,361.6,False
Brisbane,Taipei,Passengers,Inbound,2024,5999.0,False
