Australian_City,Foreign_City,Metric,Direction,Year,Value,Is_Total_Row
Australia,Auckland,Passengers,Inbound,2025,155149.0,True
Australia,Auckland,Passengers,Outbound,2024,139501.0,True
Australia,Auckland,Passengers,Outbound,2025,145432.0,True
Australia,Bandar Seri Begawan,Freight_tonnes,Inbound,2024,101.3,True
Australia,Bandar Seri Begawan,Freight_tonnes,Inbound,2025,148.1,True
Australia,Bandar Seri Begawan,Freight_tonnes,Outbound,2024,215.2,True
Australia,Bandar Seri Begawan,Freight_tonnes,Outbound,2025,241.9,True
Australia,Bandar Seri Begawan,Passengers,Inbound,2024,1807.0,True
Australia,Bandar Seri Begawan,Passengers,Inbound,2025,2726.0,True
Australia,Bandar Seri Begawan,Passengers,Outbound,2024,2233.0,True
Australia,Bandar Seri Begawan,Passengers,Outbound,2025,2691.0,True
Australia,Bangalore,Freight_tonnes,Inbound,2024,51.1,True
Australia,Bangalore,Freight_tonnes,Inbound,2025,84.1,True
Australia,Bangalore,Freight_tonnes,Outbound,2024,8.6,True
Australia,Bangalore,Freight_tonnes,Outbound,2025,0.0,True
Australia,Bangalore,Passengers,Inbound,2024,4799.0,True
Australia,Bangalore,Passengers,Inbound,2025,4323.0,True
Australia,Bangalore,Passengers,Outbound,2024,4833.0,True
Australia,Bangalore,Passengers,Outbound,2025,4361.0,True
Australia,Bangkok,Freight_tonnes,Inbound,2024,2100.4,True
Australia,Bangkok,Freight_tonnes,Inbound,2025,2233.8,True
Australia,Bangkok,Freight_tonnes,Outbound,2024,669.0,True
Australia,Bangkok,Freight_tonnes,Outbound,2025,857.5,True
Australia,Bangkok,Passengers,Inbound,2024,39019.0,True
Australia,Bangkok,Passengers,Inbound,2025,53435.0,True
Australia,Bangkok,Passengers,Outbound,2024,37285.0,True
Australia,Bangkok,Passengers,Outbound,2025,51548.0,True
Australia,Beijing,Freight_tonnes,Inbound,2024,433.8,True
Australia,Beijing,Freight_tonnes,Inbound,2025,253.0,True
Australia,Beijing,Freight_tonnes,Outbound,2024,288.5,True
Australia,Beijing,Freight_tonnes,Outbound,2025,132.4,True
Australia,Beijing,Passengers,Inbound,2024,8544.0,True
Australia,Beijing,Passengers,Inbound,2025,7591.0,True
Australia,Beijing,Passengers,Outbound,2024,9431.0,True
Australia,Beijing,Passengers,Outbound,2025,8098.0,True
Australia,Bombay,Freight_tonnes,Inbound,2024,22.8,True
Australia,Bombay,Freight_tonnes,Inbound,2025,0.0,True
Australia,Bombay,Freight_tonnes,Outbound,2024,15.7,True
Australia,Bombay,Freight_tonnes,Outbound,2025,0.0,True
Australia,Bombay,Passengers,Inbound,2024,2968.0,True
Australia,Bombay,Passengers,Inbound,2025,0.0,True
Australia,Bombay,Passengers,Outbound,2024,3254.0,True
Australia,Bombay,Passengers,Outbound,2025,0.0,True
Australia,Chengdu,Freight_tonnes,Inbound,2024,245.4,True
Australia,Chengdu,Freight_tonnes,Inbound,2025,280.2,True
Australia,Chengdu,Freight_tonnes,Outbound,2024,100.7,True
Australia,Chengdu,Freight_tonnes,Outbound,2025,136.4,True
Australia,Chengdu,Passengers,Inbound,2024,5983.0,True
Australia,Chengdu,Passengers,Inbound,2025,8148.0,True
Australia,Chengdu,Passengers,Outbound,2024,7054.0,True
Australia,Chengdu,Passengers,Outbound,2025,9431.0,True
Australia,Chicago,Freight_tonnes,Inbound,2024,857.8,True
Australia,Chicago,Freight_tonnes,Inbound,2025,516.0,True
Australia,Chicago,Freight_tonnes,Outbound,2024,0.0,True
Australia,Chicago,Freight_tonnes,Outbound,2025,1.6,True
Australia,Chicago,Passengers,Inbound,2024,0.0,True
Australia,Chicago,Passengers,Inbound,2025,0.0,True
Australia,Chicago,Passengers,Outbound,2024,0.0,True
Australia,Chicago,Passengers,Outbound,2025,0.0,True
Australia,Chongqing,Freight_tonnes,Inbound,2024,40.6,True
Australia,Chongqing,Freight_tonnes,Inbound,2025,54.5,True
Australia,Chongqing,Freight_tonnes,Outbound,2024,62.2,True
Australia,Chongqing,Freight_tonnes,Outbound,2025,5.7,True
Australia,Chongqing,Passengers,Inbound,2024,539.0,True
Australia,Chongqing,Passengers,Inbound,2025,849.0,True
Australia,Chongqing,Passengers,Outbound,2024,528.0,True
Australia,Chongqing,Passengers,Outbound,2025,892.0,True
Australia,Christchurch,Freight_tonnes,Inbound,2024,618.4,True
Australia,Christchurch,Freight_tonnes,Inbound,2025,490.2,True
Australia,Christchurch,Freight_tonnes,Outbound,2024,139.9,True
Australia,Christchurch,Freight_tonnes,Outbound,2025,185.3,True
Australia,Christchurch,Passengers,Inbound,2024,37970.0,True
Australia,Christchurch,Passengers,Inbound,2025,42258.0,True
Australia,Christchurch,Passengers,Outbound,2024,33686.0,True
Australia,Christchurch,Passengers,Outbound,2025,34965.0,True
Australia,Colombo,Freight_tonnes,Inbound,2024,326.3,True
Australia,Colombo,Freight_tonnes,Inbound,2025,313.1,True
Australia,Colombo,Freight_tonnes,Outbound,2024,230.5,True
Australia,Colombo,Freight_tonnes,Outbound,2025,372.6,True
Australia,Colombo,Passengers,Inbound,2024,10702.0,True
Australia,Colombo,Passengers,Inbound,2025,12641.0,True
Australia,Colombo,Passengers,Outbound,2024,9552.0,True
Australia,Colombo,Passengers,Outbound,2025,11593.0,True
Australia,Dallas,Freight_tonnes,Inbound,2024,108.6,True
Australia,Dallas,Freight_tonnes,Inbound,2025,103.4,True
Australia,Dallas,Freight_tonnes,Outbound,2024,65.2,True
Australia,Dallas,Freight_tonnes,Outbound,2025,3.2,True
Australia,Dallas,Passengers,Inbound,2024,7378.0,True
Australia,Dallas,Passengers,Inbound,2025,8724.0,True
Australia,Dallas,Passengers,Outbound,2024,8868.0,True
Australia,Dallas,Passengers,Outbound,2025,9379.0,True
Australia,Denpasar,Freight_tonnes,Inbound,2024,685.8,True
Australia,Denpasar,Freight_tonnes,Inbound,2025,616.2,True
Australia,Denpasar,Freight_tonnes,Outbound,2024,622.0,True
Australia,Denpasar,Freight_tonnes,Outbound,2025,441.1,True
Australia,Denpasar,Passengers,Inbound,2024,150811.0,True
Australia,Denpasar,Passengers,Inbound,2025,170506.0,True
Australia,Denpasar,Passengers,Outbound,2024,161561.0,True
Australia,Denpasar,Passengers,Outbound,2025,173575.0,True
Australia,Dili,Freight_tonnes,Inbound,2024,0.1,True
Australia,Dili,Freight_tonnes,Inbound,2025,0.0,True
Australia,Dili,Freight_tonnes,Outbound,2024,1.2,True
Australia,Dili,Freight_tonnes,Outbound,2025,0.4,True
Australia,Dili,Passengers,Inbound,2024,1187.0,True
Australia,Dili,Passengers,Inbound,2025,1291.0,True
Australia,Dili,Passengers,Outbound,2024,1155.0,True
Australia,Dili,Passengers,Outbound,2025,1372.0,True
Australia,Doha,Freight_tonnes,Inbound,2024,1859.3,True
Australia,Doha,Freight_tonnes,Inbound,2025,1440.0,True
Australia,Doha,Freight_tonnes,Outbound,2024,1836.5,True
Australia,Doha,Freight_tonnes,Outbound,2025,1470.7,True
Australia,Doha,Passengers,Inbound,2024,48328.0,True
Australia,Doha,Passengers,Inbound,2025,49889.0,True
Australia,Doha,Passengers,Outbound,2024,68597.0,True
Australia,Doha,Passengers,Outbound,2025,69792.0,True
Australia,Dubai,Freight_tonnes,Inbound,2024,2308.8,True
Australia,Dubai,Freight_tonnes,Inbound,2025,2848.3,True
Australia,Dubai,Freight_tonnes,Outbound,2024,2746.2,True
Australia,Dubai,Freight_tonnes,Outbound,2025,3408.5,True
Australia,Dubai,Passengers,Inbound,2024,69733.0,True
Australia,Dubai,Passengers,Inbound,2025,83951.0,True
Australia,Dubai,Passengers,Outbound,2024,105310.0,True
Australia,Dubai,Passengers,Outbound,2025,117191.0,True
Australia,Espiritu Santo,Freight_tonnes,Inbound,2024,0.0,True
Australia,Espiritu Santo,Freight_tonnes,Inbound,2025,0.0,True
Australia,Espiritu Santo,Freight_tonnes,Outbound,2024,0.0,True
Australia,Espiritu Santo,Freight_tonnes,Outbound,2025,2.7,True
Australia,Espiritu Santo,Passengers,Inbound,2024,100.0,True
Australia,Espiritu Santo,Passengers,Inbound,2025,272.0,True
Australia,Espiritu Santo,Passengers,Outbound,2024,114.0,True
Australia,Espiritu Santo,Passengers,Outbound,2025,474.0,True
Australia,Gaborone,Freight_tonnes,Inbound,2024,0.0,True
Australia,Gaborone,Freight_tonnes,Inbound,2025,0.0,True
Australia,Gaborone,Freight_tonnes,Outbound,2024,67.5,True
Australia,Gaborone,Freight_tonnes,Outbound,2025,0.0,True
Australia,Gaborone,Passengers,Inbound,2024,0.0,True
Australia,Gaborone,Passengers,Inbound,2025,0.0,True
Australia,Gaborone,Passengers,Outbound,2024,0.0,True
Australia,Gaborone,Passengers,Outbound,2025,0.0,True
Australia,Guangzhou,Freight_tonnes,Inbound,2024,1677.4,True
Australia,Guangzhou,Freight_tonnes,Inbound,2025,2952.8,True
Australia,Guangzhou,Freight_tonnes,Outbound,2024,1795.1,True
Australia,Guangzhou,Freight_tonnes,Outbound,2025,1162.3,True
Australia,Guangzhou,Passengers,Inbound,2024,29518.0,True
Australia,Guangzhou,Passengers,Inbound,2025,31680.0,True
Australia,Guangzhou,Passengers,Outbound,2024,32691.0,True
Australia,Guangzhou,Passengers,Outbound,2025,33841.0,True
Australia,Haikou,Freight_tonnes,Inbound,2024,341.9,True
Australia,Haikou,Freight_tonnes,Inbound,2025,492.9,True
Australia,Haikou,Freight_tonnes,Outbound,2024,127.6,True
Australia,Haikou,Freight_tonnes,Outbound,2025,62.8,True
Australia,Haikou,Passengers,Inbound,2024,4975.0,True
Australia,Haikou,Passengers,Inbound,2025,5607.0,True
Australia,Haikou,Passengers,Outbound,2024,6817.0,True
Australia,Haikou,Passengers,Outbound,2025,6955.0,True
Australia,Hangzhou,Freight_tonnes,Inbound,2024,41.8,True
Australia,Hangzhou,Freight_tonnes,Inbound,2025,275.1,True
Australia,Hangzhou,Freight_tonnes,Outbound,2024,3.5,True
Australia,Hangzhou,Freight_tonnes,Outbound,2025,10.2,True
Australia,Hangzhou,Passengers,Inbound,2024,1080.0,True
Australia,Hangzhou,Passengers,Inbound,2025,3844.0,True
Australia,Hangzhou,Passengers,Outbound,2024,984.0,True
Australia,Hangzhou,Passengers,Outbound,2025,3731.0,True
Australia,Hanoi,Freight_tonnes,Inbound,2024,193.9,True
Australia,Hanoi,Freight_tonnes,Inbound,2025,428.5,True
Australia,Hanoi,Freight_tonnes,Outbound,2024,143.3,True
Australia,Hanoi,Freight_tonnes,Outbound,2025,109.2,True
Australia,Hanoi,Passengers,Inbound,2024,3814.0,True
Australia,Hanoi,Passengers,Inbound,2025,8285.0,True
Australia,Hanoi,Passengers,Outbound,2024,5146.0,True
Australia,Hanoi,Passengers,Outbound,2025,8549.0,True
Australia,Ho Chi Minh City,Freight_tonnes,Inbound,2024,1435.8,True
Australia,Ho Chi Minh City,Freight_tonnes,Inbound,2025,1347.1,True
Australia,Ho Chi Minh City,Freight_tonnes,Outbound,2024,313.3,True
Australia,Ho Chi Minh City,Freight_tonnes,Outbound,2025,252.6,True
Australia,Ho Chi Minh City,Passengers,Inbound,2024,39052.0,True
Australia,Ho Chi Minh City,Passengers,Inbound,2025,43683.0,True
Australia,Ho Chi Minh City,Passengers,Outbound,2024,37954.0,True
Australia,Ho Chi Minh City,Passengers,Outbound,2025,39618.0,True
Australia,Hong Kong,Freight_tonnes,Inbound,2024,6212.1,True
Australia,Hong Kong,Freight_tonnes,Inbound,2025,6190.5,True
Australia,Hong Kong,Freight_tonnes,Outbound,2024,3612.8,True
Australia,Hong Kong,Freight_tonnes,Outbound,2025,3251.7,True
Australia,Hong Kong,Passengers,Inbound,2024,54874.0,True
Australia,Hong Kong,Passengers,Inbound,2025,82312.0,True
Australia,Hong Kong,Passengers,Outbound,2024,63583.0,True
Australia,Hong Kong,Passengers,Outbound,2025,86591.0,True
Australia,Honiara,Freight_tonnes,Inbound,2024,5.9,True
Australia,Honiara,Freight_tonnes,Inbound,2025,2.3,True
Australia,Honiara,Freight_tonnes,Outbound,2024,16.3,True
Australia,Honiara,Freight_tonnes,Outbound,2025,51.2,True
Australia,Honiara,Passengers,Inbound,2024,1971.0,True
Australia,Honiara,Passengers,Inbound,2025,2275.0,True
Australia,Honiara,Passengers,Outbound,2024,1640.0,True
Australia,Honiara,Passengers,Outbound,2025,1883.0,True
Australia,Honolulu,Freight_tonnes,Inbound,2024,2071.3,True
Australia,Honolulu,Freight_tonnes,Inbound,2025,2032.1,True
Australia,Honolulu,Freight_tonnes,Outbound,2024,454.9,True
Australia,Honolulu,Freight_tonnes,Outbound,2025,295.7,True
Australia,Honolulu,Passengers,Inbound,2024,16110.0,True
Australia,Honolulu,Passengers,Inbound,2025,15449.0,True
Australia,Honolulu,Passengers,Outbound,2024,13817.0,True
Australia,Honolulu,Passengers,Outbound,2025,13431.0,True
Australia,Istanbul,Freight_tonnes,Inbound,2024,139.3,True
Australia,Istanbul,Freight_tonnes,Inbound,2025,294.8,True
Australia,Istanbul,Freight_tonnes,Outbound,2024,177.4,True
Australia,Istanbul,Freight_tonnes,Outbound,2025,273.9,True
Australia,Istanbul,Passengers,Inbound,2024,1155.0,True
Australia,Istanbul,Passengers,Inbound,2025,3789.0,True
Australia,Istanbul,Passengers,Outbound,2024,2900.0,True
Australia,Istanbul,Passengers,Outbound,2025,6797.0,True
Australia,Jakarta,Freight_tonnes,Inbound,2024,431.0,True
Australia,Jakarta,Freight_tonnes,Inbound,2025,322.7,True
Australia,Jakarta,Freight_tonnes,Outbound,2024,719.8,True
Australia,Jakarta,Freight_tonnes,Outbound,2025,203.4,True
Australia,Jakarta,Passengers,Inbound,2024,14147.0,True
Australia,Jakarta,Passengers,Inbound,2025,14118.0,True
Australia,Jakarta,Passengers,Outbound,2024,15146.0,True
Australia,Jakarta,Passengers,Outbound,2025,13168.0,True
Australia,Jinan,Freight_tonnes,Inbound,2024,139.2,True
Australia,Jinan,Freight_tonnes,Inbound,2025,109.3,True
Australia,Jinan,Freight_tonnes,Outbound,2024,2.6,True
Australia,Jinan,Freight_tonnes,Outbound,2025,0.3,True
Australia,Jinan,Passengers,Inbound,2024,1271.0,True
Australia,Jinan,Passengers,Inbound,2025,935.0,True
Australia,Jinan,Passengers,Outbound,2024,738.0,True
Australia,Jinan,Passengers,Outbound,2025,851.0,True
Australia,Johannesburg,Freight_tonnes,Inbound,2024,78.2,True
Australia,Johannesburg,Freight_tonnes,Inbound,2025,116.1,True
Australia,Johannesburg,Freight_tonnes,Outbound,2024,62.4,True
Australia,Johannesburg,Freight_tonnes,Outbound,2025,139.8,True
Australia,Johannesburg,Passengers,Inbound,2024,7022.0,True
Australia,Johannesburg,Passengers,Inbound,2025,10263.0,True
Australia,Johannesburg,Passengers,Outbound,2024,7528.0,True
Australia,Johannesburg,Passengers,Outbound,2025,10185.0,True
Australia,Kuala Lumpur,Freight_tonnes,Inbound,2024,2664.1,True
Australia,Kuala Lumpur,Freight_tonnes,Inbound,2025,2559.2,True
Australia,Kuala Lumpur,Freight_tonnes,Outbound,2024,1521.1,True
Australia,Kuala Lumpur,Freight_tonnes,Outbound,2025,1040.0,True
Australia,Kuala Lumpur,Passengers,Inbound,2024,67355.0,True
Australia,Kuala Lumpur,Passengers,Inbound,2025,66338.0,True
Australia,Kuala Lumpur,Passengers,Outbound,2024,62186.0,True
Australia,Kuala Lumpur,Passengers,Outbound,2025,59339.0,True
Australia,London,Freight_tonnes,Inbound,2024,386.6,True
Australia,London,Freight_tonnes,Inbound,2025,372.2,True
Australia,London,Freight_tonnes,Outbound,2024,49.2,True
Australia,London,Freight_tonnes,Outbound,2025,28.4,True
Australia,London,Passengers,Inbound,2024,14842.0,True
Australia,London,Passengers,Inbound,2025,13953.0,True
Australia,London,Passengers,Outbound,2024,17923.0,True
Australia,London,Passengers,Outbound,2025,17454.0,True
Australia,Los Angeles,Freight_tonnes,Inbound,2024,1290.2,True
Australia,Los Angeles,Freight_tonnes,Inbound,2025,1553.3,True
Australia,Los Angeles,Freight_tonnes,Outbound,2024,1864.0,True
Australia,Los Angeles,Freight_tonnes,Outbound,2025,1166.9,True
Australia,Los Angeles,Passengers,Inbound,2024,44750.0,True
Australia,Los Angeles,Passengers,Inbound,2025,45607.0,True
Australia,Los Angeles,Passengers,Outbound,2024,43334.0,True
Australia,Los Angeles,Passengers,Outbound,2025,40954.0,True
Australia,Louisville,Freight_tonnes,Inbound,2024,1219.1,True
Australia,Louisville,Freight_tonnes,Inbound,2025,1215.8,True
Australia,Louisville,Freight_tonnes,Outbound,2024,0.0,True
Australia,Louisville,Freight_tonnes,Outbound,2025,0.0,True
Australia,Louisville,Passengers,Inbound,2024,0.0,True
Australia,Louisville,Passengers,Inbound,2025,0.0,True
Australia,Louisville,Passengers,Outbound,2024,0.0,True
Australia,Louisville,Passengers,Outbound,2025,0.0,True
Australia,Manila,Freight_tonnes,Inbound,2024,786.0,True
Australia,Manila,Freight_tonnes,Inbound,2025,1125.0,True
Australia,Manila,Freight_tonnes,Outbound,2024,761.9,True
Australia,Manila,Freight_tonnes,Outbound,2025,639.8,True
Australia,Manila,Passengers,Inbound,2024,30979.0,True
Australia,Manila,Passengers,Inbound,2025,40705.0,True
Australia,Manila,Passengers,Outbound,2024,28639.0,True
Australia,Manila,Passengers,Outbound,2025,35210.0,True
Australia,Mauritius,Freight_tonnes,Inbound,2024,30.9,True
Australia,Mauritius,Freight_tonnes,Inbound,2025,16.4,True
Australia,Mauritius,Freight_tonnes,Outbound,2024,60.2,True
Australia,Mauritius,Freight_tonnes,Outbound,2025,39.9,True
Australia,Mauritius,Passengers,Inbound,2024,1849.0,True
Australia,Mauritius,Passengers,Inbound,2025,1788.0,True
Australia,Mauritius,Passengers,Outbound,2024,2205.0,True
Australia,Mauritius,Passengers,Outbound,2025,1883.0,True
Australia,Munda,Freight_tonnes,Inbound,2024,0.0,True
Australia,Munda,Freight_tonnes,Inbound,2025,0.0,True
Australia,Munda,Freight_tonnes,Outbound,2024,0.0,True
Australia,Munda,Freight_tonnes,Outbound,2025,0.2,True
Australia,Munda,Passengers,Inbound,2024,0.0,True
Australia,Munda,Passengers,Inbound,2025,0.0,True
Australia,Munda,Passengers,Outbound,2024,70.0,True
Australia,Munda,Passengers,Outbound,2025,135.0,True
Australia,Nadi,Freight_tonnes,Inbound,2024,366.9,True
Australia,Nadi,Freight_tonnes,Inbound,2025,451.2,True
Australia,Nadi,Freight_tonnes,Outbound,2024,484.6,True
Australia,Nadi,Freight_tonnes,Outbound,2025,489.9,True
Australia,Nadi,Passengers,Inbound,2024,48051.0,True
Australia,Nadi,Passengers,Inbound,2025,52036.0,True
Australia,Nadi,Passengers,Outbound,2024,48529.0,True
Australia,Nadi,Passengers,Outbound,2025,51286.0,True
Australia,Nanjing,Freight_tonnes,Inbound,2024,212.9,True
Australia,Nanjing,Freight_tonnes,Inbound,2025,340.7,True
Australia,Nanjing,Freight_tonnes,Outbound,2024,2.3,True
Australia,Nanjing,Freight_tonnes,Outbound,2025,21.5,True
Australia,Nanjing,Passengers,Inbound,2024,1801.0,True
Australia,Nanjing,Passengers,Inbound,2025,3600.0,True
Australia,Nanjing,Passengers,Outbound,2024,1772.0,True
Australia,Nanjing,Passengers,Outbound,2025,2972.0,True
Australia,Nauru,Freight_tonnes,Inbound,2024,11.5,True
Australia,Nauru,Freight_tonnes,Inbound,2025,18.4,True
Australia,Nauru,Freight_tonnes,Outbound,2024,74.7,True
Australia,Nauru,Freight_tonnes,Outbound,2025,71.4,True
Australia,Nauru,Passengers,Inbound,2024,675.0,True
Australia,Nauru,Passengers,Inbound,2025,890.0,True
Australia,Nauru,Passengers,Outbound,2024,587.0,True
Australia,Nauru,Passengers,Outbound,2025,872.0,True
Australia,New Delhi,Freight_tonnes,Inbound,2024,220.5,True
Australia,New Delhi,Freight_tonnes,Inbound,2025,455.7,True
Australia,New Delhi,Freight_tonnes,Outbound,2024,401.1,True
Australia,New Delhi,Freight_tonnes,Outbound,2025,408.1,True
Australia,New Delhi,Passengers,Inbound,2024,16756.0,True
Australia,New Delhi,Passengers,Inbound,2025,16567.0,True
Australia,New Delhi,Passengers,Outbound,2024,14277.0,True
Australia,New Delhi,Passengers,Outbound,2025,15661.0,True
Australia,New York,Freight_tonnes,Inbound,2024,263.7,True
Australia,New York,Freight_tonnes,Inbound,2025,129.5,True
Australia,New York,Freight_tonnes,Outbound,2024,6.8,True
Australia,New York,Freight_tonnes,Outbound,2025,6.0,True
Australia,New York,Passengers,Inbound,2024,1311.0,True
Australia,New York,Passengers,Inbound,2025,1481.0,True
Australia,New York,Passengers,Outbound,2024,1395.0,True
Australia,New York,Passengers,Outbound,2025,1470.0,True
Australia,Noumea,Freight_tonnes,Inbound,2024,0.5,True
Australia,Noumea,Freight_tonnes,Inbound,2025,3.9,True
Australia,Noumea,Freight_tonnes,Outbound,2024,25.9,True
Australia,Noumea,Freight_tonnes,Outbound,2025,45.7,True
Australia,Noumea,Passengers,Inbound,2024,3008.0,True
Australia,Noumea,Passengers,Inbound,2025,4995.0,True
Australia,Noumea,Passengers,Outbound,2024,2875.0,True
Australia,Noumea,Passengers,Outbound,2025,4557.0,True
Australia,Osaka,Freight_tonnes,Inbound,2024,143.4,True
Australia,Osaka,Freight_tonnes,Inbound,2025,261.3,True
Australia,Osaka,Freight_tonnes,Outbound,2024,12.8,True
Australia,Osaka,Freight_tonnes,Outbound,2025,24.3,True
Australia,Osaka,Passengers,Inbound,2024,11016.0,True
Australia,Osaka,Passengers,Inbound,2025,14398.0,True
Australia,Osaka,Passengers,Outbound,2024,11674.0,True
Australia,Osaka,Passengers,Outbound,2025,14213.0,True
Australia,Palau,Freight_tonnes,Inbound,2024,0.1,True
Australia,Palau,Freight_tonnes,Inbound,2025,0.0,True
Australia,Palau,Freight_tonnes,Outbound,2024,2.2,True
Australia,Palau,Freight_tonnes,Outbound,2025,0.0,True
Australia,Palau,Passengers,Inbound,2024,18.0,True
Australia,Palau,Passengers,Inbound,2025,214.0,True
